graph,trial_number,cue_MST,label,correct_Ans_MST
graph_1,1,stim/binder_a.jpg,similar,down
graph_2,2,stim/gravy boat_a.jpg,similar,down
graph_2,3,stim/pretzel_b.png,new,right
graph_1,4,stim/cinnamon roll_a.png,new,right
graph_1,5,stim/treadmill_a.jpg,similar,down
graph_1,6,stim/treadmill_b.png,old,left
graph_1,7,stim/circular saw blade_a.png,new,right
graph_2,8,stim/tennis ball_a.jpg,similar,down
graph_2,9,stim/wallet_b.png,old,left
graph_2,10,stim/clarinet_b.png,old,left
graph_2,11,stim/leaf blower_a.jpg,similar,down
graph_2,12,stim/tennis ball_b.png,old,left
graph_1,13,stim/binder_b.png,old,left
graph_1,14,stim/pool table_a.png,old,left
graph_1,15,stim/allen wrench_b.jpg,similar,down
graph_2,16,stim/disco ball_a.png,new,right
graph_1,17,stim/television_a.png,old,left
graph_1,18,stim/flashlight_b.png,new,right
graph_1,19,stim/television_b.jpg,similar,down
graph_2,20,stim/leaf blower_b.png,old,left
graph_1,21,stim/pool table_b.jpg,similar,down
graph_1,22,stim/beanie_b.png,new,right
graph_1,23,stim/paper lantern_b.png,old,left
graph_2,24,stim/wallet_a.jpg,similar,down
graph_1,25,stim/baseball_a.png,new,right
graph_1,26,stim/allen wrench_a.png,old,left
graph_1,27,stim/rake_b.png,new,right
graph_2,28,stim/trampoline_b.png,new,right
graph_2,29,stim/hedge shears_a.png,old,left
graph_2,30,stim/gravy boat_b.png,old,left
graph_2,31,stim/sunflower_b.png,new,right
graph_2,32,stim/broom_b.png,new,right
graph_2,33,stim/guitar amplifier_a.png,new,right
graph_2,34,stim/clarinet_a.jpg,similar,down
graph_2,35,stim/hedge shears_b.jpg,similar,down
graph_1,36,stim/paper lantern_a.jpg,similar,down
