trial_number,block,map,reference_node,object_reference,object_left_node,object_left,distance_left,object_right_node,object_right,distance_right,edge_difference,total_distance,minimum_distance,maximum_distance,degree_left,degree_right,correct_Ans_Dis
1,1,initial_map,node_6,stim/leaf blower_b.png,node_1,stim/pool table_a.png,3,node_5,stim/gravy boat_a.png,1,2,4,1,3,2,3,right
2,1,initial_map,node_4,stim/pretzel_b.png,node_1,stim/pool table_a.png,1,node_2,stim/trampoline_a.png,2,1,3,1,2,2,3,left
3,1,initial_map,node_2,stim/trampoline_a.png,node_5,stim/gravy boat_a.png,1,node_6,stim/leaf blower_b.png,2,1,3,1,2,3,2,left
4,1,initial_map,node_6,stim/leaf blower_b.png,node_1,stim/pool table_a.png,3,node_2,stim/trampoline_a.png,2,1,5,2,3,2,3,right
5,1,initial_map,node_4,stim/pretzel_b.png,node_1,stim/pool table_a.png,1,node_6,stim/leaf blower_b.png,2,1,3,1,2,2,2,left
6,1,initial_map,node_3,stim/allen wrench_a.png,node_1,stim/pool table_a.png,2,node_2,stim/trampoline_a.png,1,1,3,1,2,2,3,right
7,1,initial_map,node_5,stim/gravy boat_a.png,node_3,stim/allen wrench_a.png,2,node_4,stim/pretzel_b.png,1,1,3,1,2,2,2,right
8,1,initial_map,node_2,stim/trampoline_a.png,node_1,stim/pool table_a.png,1,node_6,stim/leaf blower_b.png,2,1,3,1,2,2,2,left
9,1,initial_map,node_1,stim/pool table_a.png,node_2,stim/trampoline_a.png,1,node_3,stim/allen wrench_a.png,2,1,3,1,2,3,2,left
10,1,initial_map,node_1,stim/pool table_a.png,node_5,stim/gravy boat_a.png,2,node_6,stim/leaf blower_b.png,3,1,5,2,3,3,2,left
11,1,initial_map,node_1,stim/pool table_a.png,node_2,stim/trampoline_a.png,1,node_6,stim/leaf blower_b.png,3,2,4,1,3,3,2,left
12,2,transfer_map,node_6,stim/circular saw blade_a.png,node_2,stim/treadmill_a.png,2,node_5,stim/broom_b.png,1,1,3,1,2,3,3,right
13,2,transfer_map,node_4,stim/disco ball_b.png,node_1,stim/binder_b.png,1,node_3,stim/guitar amplifier_b.png,3,2,4,1,3,2,2,left
14,2,transfer_map,node_3,stim/guitar amplifier_b.png,node_1,stim/binder_b.png,2,node_2,stim/treadmill_a.png,1,1,3,1,2,2,3,right
15,2,transfer_map,node_2,stim/treadmill_a.png,node_3,stim/guitar amplifier_b.png,1,node_4,stim/disco ball_b.png,2,1,3,1,2,2,2,left
16,2,transfer_map,node_5,stim/broom_b.png,node_2,stim/treadmill_a.png,1,node_3,stim/guitar amplifier_b.png,2,1,3,1,2,3,2,left
17,2,transfer_map,node_3,stim/guitar amplifier_b.png,node_2,stim/treadmill_a.png,1,node_5,stim/broom_b.png,2,1,3,1,2,3,3,left
18,2,transfer_map,node_1,stim/binder_b.png,node_3,stim/guitar amplifier_b.png,2,node_4,stim/disco ball_b.png,1,1,3,1,2,2,2,right
19,2,transfer_map,node_3,stim/guitar amplifier_b.png,node_2,stim/treadmill_a.png,1,node_4,stim/disco ball_b.png,3,2,4,1,3,3,2,left
20,2,transfer_map,node_2,stim/treadmill_a.png,node_1,stim/binder_b.png,1,node_6,stim/circular saw blade_a.png,2,1,3,1,2,2,2,left
21,2,transfer_map,node_3,stim/guitar amplifier_b.png,node_1,stim/binder_b.png,2,node_4,stim/disco ball_b.png,3,1,5,2,3,2,2,left
22,2,transfer_map,node_6,stim/circular saw blade_a.png,node_1,stim/binder_b.png,3,node_2,stim/treadmill_a.png,2,1,5,2,3,2,3,right
23,3,initial_map,node_3,stim/allen wrench_a.png,node_5,stim/gravy boat_a.png,2,node_6,stim/leaf blower_b.png,1,1,3,1,2,3,2,right
24,3,initial_map,node_2,stim/trampoline_a.png,node_3,stim/allen wrench_a.png,1,node_6,stim/leaf blower_b.png,2,1,3,1,2,2,2,left
25,3,initial_map,node_4,stim/pretzel_b.png,node_1,stim/pool table_a.png,1,node_3,stim/allen wrench_a.png,3,2,4,1,3,2,2,left
26,3,initial_map,node_5,stim/gravy boat_a.png,node_1,stim/pool table_a.png,2,node_4,stim/pretzel_b.png,1,1,3,1,2,2,2,right
27,3,initial_map,node_1,stim/pool table_a.png,node_4,stim/pretzel_b.png,1,node_5,stim/gravy boat_a.png,2,1,3,1,2,2,3,left
28,3,initial_map,node_3,stim/allen wrench_a.png,node_4,stim/pretzel_b.png,3,node_5,stim/gravy boat_a.png,2,1,5,2,3,2,3,right
29,3,initial_map,node_2,stim/trampoline_a.png,node_1,stim/pool table_a.png,1,node_4,stim/pretzel_b.png,2,1,3,1,2,2,2,left
30,3,initial_map,node_1,stim/pool table_a.png,node_2,stim/trampoline_a.png,1,node_5,stim/gravy boat_a.png,2,1,3,1,2,3,3,left
31,3,initial_map,node_4,stim/pretzel_b.png,node_2,stim/trampoline_a.png,2,node_5,stim/gravy boat_a.png,1,1,3,1,2,3,3,right
32,3,initial_map,node_1,stim/pool table_a.png,node_4,stim/pretzel_b.png,1,node_6,stim/leaf blower_b.png,3,2,4,1,3,2,2,left
33,3,initial_map,node_5,stim/gravy boat_a.png,node_3,stim/allen wrench_a.png,2,node_6,stim/leaf blower_b.png,1,1,3,1,2,2,2,right
34,4,transfer_map,node_1,stim/binder_b.png,node_4,stim/disco ball_b.png,1,node_6,stim/circular saw blade_a.png,3,2,4,1,3,2,2,left
35,4,transfer_map,node_3,stim/guitar amplifier_b.png,node_5,stim/broom_b.png,2,node_6,stim/circular saw blade_a.png,1,1,3,1,2,3,2,right
36,4,transfer_map,node_4,stim/disco ball_b.png,node_1,stim/binder_b.png,1,node_2,stim/treadmill_a.png,2,1,3,1,2,2,3,left
37,4,transfer_map,node_5,stim/broom_b.png,node_1,stim/binder_b.png,2,node_2,stim/treadmill_a.png,1,1,3,1,2,2,3,right
38,4,transfer_map,node_6,stim/circular saw blade_a.png,node_1,stim/binder_b.png,3,node_5,stim/broom_b.png,1,2,4,1,3,2,3,right
39,4,transfer_map,node_6,stim/circular saw blade_a.png,node_1,stim/binder_b.png,3,node_3,stim/guitar amplifier_b.png,1,2,4,1,3,2,2,right
40,4,transfer_map,node_1,stim/binder_b.png,node_2,stim/treadmill_a.png,1,node_3,stim/guitar amplifier_b.png,2,1,3,1,2,3,2,left
41,4,transfer_map,node_4,stim/disco ball_b.png,node_1,stim/binder_b.png,1,node_6,stim/circular saw blade_a.png,2,1,3,1,2,2,2,left
42,4,transfer_map,node_6,stim/circular saw blade_a.png,node_2,stim/treadmill_a.png,2,node_3,stim/guitar amplifier_b.png,1,1,3,1,2,3,2,right
43,4,transfer_map,node_1,stim/binder_b.png,node_4,stim/disco ball_b.png,1,node_5,stim/broom_b.png,2,1,3,1,2,2,3,left
44,4,transfer_map,node_4,stim/disco ball_b.png,node_5,stim/broom_b.png,1,node_6,stim/circular saw blade_a.png,2,1,3,1,2,3,2,left
45,5,initial_map,node_4,stim/pretzel_b.png,node_5,stim/gravy boat_a.png,1,node_6,stim/leaf blower_b.png,2,1,3,1,2,3,2,left
46,5,initial_map,node_6,stim/leaf blower_b.png,node_2,stim/trampoline_a.png,2,node_5,stim/gravy boat_a.png,1,1,3,1,2,3,3,right
47,5,initial_map,node_6,stim/leaf blower_b.png,node_1,stim/pool table_a.png,3,node_4,stim/pretzel_b.png,2,1,5,2,3,2,2,right
48,5,initial_map,node_4,stim/pretzel_b.png,node_3,stim/allen wrench_a.png,3,node_6,stim/leaf blower_b.png,2,1,5,2,3,2,2,right
49,5,initial_map,node_6,stim/leaf blower_b.png,node_2,stim/trampoline_a.png,2,node_3,stim/allen wrench_a.png,1,1,3,1,2,3,2,right
50,5,initial_map,node_3,stim/allen wrench_a.png,node_2,stim/trampoline_a.png,1,node_4,stim/pretzel_b.png,3,2,4,1,3,3,2,left
51,5,initial_map,node_5,stim/gravy boat_a.png,node_2,stim/trampoline_a.png,1,node_3,stim/allen wrench_a.png,2,1,3,1,2,3,2,left
52,5,initial_map,node_6,stim/leaf blower_b.png,node_1,stim/pool table_a.png,3,node_3,stim/allen wrench_a.png,1,2,4,1,3,2,2,right
53,5,initial_map,node_6,stim/leaf blower_b.png,node_3,stim/allen wrench_a.png,1,node_4,stim/pretzel_b.png,2,1,3,1,2,2,2,left
54,5,initial_map,node_1,stim/pool table_a.png,node_3,stim/allen wrench_a.png,2,node_4,stim/pretzel_b.png,1,1,3,1,2,2,2,right
55,5,initial_map,node_3,stim/allen wrench_a.png,node_1,stim/pool table_a.png,2,node_6,stim/leaf blower_b.png,1,1,3,1,2,2,2,right
56,6,transfer_map,node_6,stim/circular saw blade_a.png,node_1,stim/binder_b.png,3,node_4,stim/disco ball_b.png,2,1,5,2,3,2,2,right
57,6,transfer_map,node_4,stim/disco ball_b.png,node_2,stim/treadmill_a.png,2,node_5,stim/broom_b.png,1,1,3,1,2,3,3,right
58,6,transfer_map,node_5,stim/broom_b.png,node_3,stim/guitar amplifier_b.png,2,node_4,stim/disco ball_b.png,1,1,3,1,2,2,2,right
59,6,transfer_map,node_3,stim/guitar amplifier_b.png,node_4,stim/disco ball_b.png,3,node_6,stim/circular saw blade_a.png,1,2,4,1,3,2,2,right
60,6,transfer_map,node_1,stim/binder_b.png,node_3,stim/guitar amplifier_b.png,2,node_6,stim/circular saw blade_a.png,3,1,5,2,3,2,2,left
61,6,transfer_map,node_6,stim/circular saw blade_a.png,node_4,stim/disco ball_b.png,2,node_5,stim/broom_b.png,1,1,3,1,2,2,3,right
62,6,transfer_map,node_4,stim/disco ball_b.png,node_2,stim/treadmill_a.png,2,node_3,stim/guitar amplifier_b.png,3,1,5,2,3,3,2,left
63,6,transfer_map,node_2,stim/treadmill_a.png,node_3,stim/guitar amplifier_b.png,1,node_6,stim/circular saw blade_a.png,2,1,3,1,2,2,2,left
64,6,transfer_map,node_3,stim/guitar amplifier_b.png,node_1,stim/binder_b.png,2,node_6,stim/circular saw blade_a.png,1,1,3,1,2,2,2,right
65,6,transfer_map,node_3,stim/guitar amplifier_b.png,node_4,stim/disco ball_b.png,3,node_5,stim/broom_b.png,2,1,5,2,3,2,3,right
66,6,transfer_map,node_2,stim/treadmill_a.png,node_5,stim/broom_b.png,1,node_6,stim/circular saw blade_a.png,2,1,3,1,2,3,2,left
67,7,initial_map,node_3,stim/allen wrench_a.png,node_4,stim/pretzel_b.png,3,node_6,stim/leaf blower_b.png,1,2,4,1,3,2,2,right
68,7,initial_map,node_5,stim/gravy boat_a.png,node_1,stim/pool table_a.png,2,node_2,stim/trampoline_a.png,1,1,3,1,2,2,3,right
69,7,initial_map,node_2,stim/trampoline_a.png,node_3,stim/allen wrench_a.png,1,node_4,stim/pretzel_b.png,2,1,3,1,2,2,2,left
70,7,initial_map,node_4,stim/pretzel_b.png,node_2,stim/trampoline_a.png,2,node_3,stim/allen wrench_a.png,3,1,5,2,3,3,2,left
71,7,initial_map,node_5,stim/gravy boat_a.png,node_1,stim/pool table_a.png,2,node_6,stim/leaf blower_b.png,1,1,3,1,2,2,2,right
72,7,initial_map,node_3,stim/allen wrench_a.png,node_2,stim/trampoline_a.png,1,node_5,stim/gravy boat_a.png,2,1,3,1,2,3,3,left
73,7,initial_map,node_4,stim/pretzel_b.png,node_3,stim/allen wrench_a.png,3,node_5,stim/gravy boat_a.png,1,2,4,1,3,2,3,right
74,7,initial_map,node_3,stim/allen wrench_a.png,node_1,stim/pool table_a.png,2,node_4,stim/pretzel_b.png,3,1,5,2,3,2,2,left
75,7,initial_map,node_2,stim/trampoline_a.png,node_4,stim/pretzel_b.png,2,node_5,stim/gravy boat_a.png,1,1,3,1,2,2,3,right
76,7,initial_map,node_6,stim/leaf blower_b.png,node_4,stim/pretzel_b.png,2,node_5,stim/gravy boat_a.png,1,1,3,1,2,2,3,right
77,7,initial_map,node_1,stim/pool table_a.png,node_3,stim/allen wrench_a.png,2,node_6,stim/leaf blower_b.png,3,1,5,2,3,2,2,left
78,8,transfer_map,node_1,stim/binder_b.png,node_2,stim/treadmill_a.png,1,node_6,stim/circular saw blade_a.png,3,2,4,1,3,3,2,left
79,8,transfer_map,node_2,stim/treadmill_a.png,node_4,stim/disco ball_b.png,2,node_5,stim/broom_b.png,1,1,3,1,2,2,3,right
80,8,transfer_map,node_1,stim/binder_b.png,node_2,stim/treadmill_a.png,1,node_5,stim/broom_b.png,2,1,3,1,2,3,3,left
81,8,transfer_map,node_6,stim/circular saw blade_a.png,node_3,stim/guitar amplifier_b.png,1,node_4,stim/disco ball_b.png,2,1,3,1,2,2,2,left
82,8,transfer_map,node_5,stim/broom_b.png,node_1,stim/binder_b.png,2,node_6,stim/circular saw blade_a.png,1,1,3,1,2,2,2,right
83,8,transfer_map,node_4,stim/disco ball_b.png,node_3,stim/guitar amplifier_b.png,3,node_6,stim/circular saw blade_a.png,2,1,5,2,3,2,2,right
84,8,transfer_map,node_5,stim/broom_b.png,node_3,stim/guitar amplifier_b.png,2,node_6,stim/circular saw blade_a.png,1,1,3,1,2,2,2,right
85,8,transfer_map,node_5,stim/broom_b.png,node_1,stim/binder_b.png,2,node_4,stim/disco ball_b.png,1,1,3,1,2,2,2,right
86,8,transfer_map,node_4,stim/disco ball_b.png,node_3,stim/guitar amplifier_b.png,3,node_5,stim/broom_b.png,1,2,4,1,3,2,3,right
87,8,transfer_map,node_1,stim/binder_b.png,node_5,stim/broom_b.png,2,node_6,stim/circular saw blade_a.png,3,1,5,2,3,3,2,left
88,8,transfer_map,node_2,stim/treadmill_a.png,node_1,stim/binder_b.png,1,node_4,stim/disco ball_b.png,2,1,3,1,2,2,2,left
