graph,trial_number,cue_MST,label,correct_Ans_MST
graph_2,1,stim/trampoline_a.png,old,left
graph_2,2,stim/guitar amplifier_b.png,old,left
graph_2,3,stim/pretzel_b.jpg,similar,down
graph_2,4,stim/sunflower_a.jpg,similar,down
graph_2,5,stim/television_b.jpg,similar,down
graph_2,6,stim/binder_a.png,new,right
graph_1,7,stim/gravy boat_a.png,old,left
graph_2,8,stim/pool table_a.png,old,left
graph_1,9,stim/leaf blower_b.jpg,similar,down
graph_1,10,stim/hedge shears_b.png,old,left
graph_1,11,stim/rake_a.png,new,right
graph_1,12,stim/tennis ball_b.jpg,similar,down
graph_1,13,stim/flashlight_a.png,new,right
graph_1,14,stim/cinnamon roll_b.png,new,right
graph_1,15,stim/treadmill_b.png,new,right
graph_2,16,stim/pool table_b.jpg,similar,down
graph_2,17,stim/television_a.png,old,left
graph_1,18,stim/leaf blower_a.png,old,left
graph_2,19,stim/broom_a.png,new,right
graph_1,20,stim/clarinet_a.png,old,left
graph_1,21,stim/clarinet_b.jpg,similar,down
graph_2,22,stim/pretzel_a.png,old,left
graph_1,23,stim/hedge shears_a.jpg,similar,down
graph_2,24,stim/circular saw blade_b.png,new,right
graph_1,25,stim/gravy boat_b.jpg,similar,down
graph_1,26,stim/paper lantern_a.png,new,right
graph_2,27,stim/disco ball_b.png,new,right
graph_2,28,stim/guitar amplifier_a.jpg,similar,down
graph_2,29,stim/baseball_b.png,new,right
graph_2,30,stim/sunflower_b.png,old,left
graph_2,31,stim/trampoline_b.jpg,similar,down
graph_1,32,stim/beanie_a.png,new,right
graph_1,33,stim/wallet_a.png,old,left
graph_1,34,stim/wallet_b.jpg,similar,down
graph_1,35,stim/tennis ball_a.png,old,left
graph_2,36,stim/allen wrench_a.png,new,right
