graph,trial_number,cue_MST,label,correct_Ans_MST
graph_2,1,stim/clarinet_a.jpg,similar,down
graph_1,2,stim/binder_b.png,old,left
graph_2,3,stim/pretzel_a.jpg,similar,down
graph_1,4,stim/paper lantern_a.png,new,right
graph_1,5,stim/baseball_a.png,old,left
graph_2,6,stim/wallet_a.png,new,right
graph_2,7,stim/trampoline_a.png,old,left
graph_2,8,stim/disco ball_a.png,new,right
graph_2,9,stim/hedge shears_b.jpg,similar,down
graph_1,10,stim/treadmill_b.png,old,left
graph_1,11,stim/pool table_a.jpg,similar,down
graph_2,12,stim/beanie_b.png,new,right
graph_2,13,stim/pretzel_b.png,old,left
graph_1,14,stim/broom_a.png,new,right
graph_1,15,stim/pool table_b.png,old,left
graph_2,16,stim/leaf blower_b.png,old,left
graph_2,17,stim/leaf blower_a.jpg,similar,down
graph_2,18,stim/circular saw blade_b.png,new,right
graph_2,19,stim/gravy boat_b.png,old,left
graph_1,20,stim/treadmill_a.jpg,similar,down
graph_1,21,stim/tennis ball_b.png,new,right
graph_1,22,stim/television_a.png,new,right
graph_1,23,stim/allen wrench_b.png,new,right
graph_1,24,stim/guitar amplifier_a.jpg,similar,down
graph_1,25,stim/sunflower_a.jpg,similar,down
graph_2,26,stim/clarinet_b.png,old,left
graph_2,27,stim/cinnamon roll_a.png,new,right
graph_2,28,stim/trampoline_b.jpg,similar,down
graph_2,29,stim/gravy boat_a.jpg,similar,down
graph_1,30,stim/baseball_b.jpg,similar,down
graph_2,31,stim/hedge shears_a.png,old,left
graph_1,32,stim/flashlight_a.png,new,right
graph_1,33,stim/sunflower_b.png,old,left
graph_1,34,stim/guitar amplifier_b.png,old,left
graph_2,35,stim/rake_b.png,new,right
graph_1,36,stim/binder_a.jpg,similar,down
