graph,trial_number,cue_MST,label,correct_Ans_MST
graph_1,1,stim/allen wrench_a.jpg,similar,down
graph_2,2,stim/pool table_a.png,old,left
graph_1,3,stim/disco ball_b.png,new,right
graph_2,4,stim/broom_b.png,new,right
graph_2,5,stim/hedge shears_b.png,new,right
graph_2,6,stim/paper lantern_b.png,old,left
graph_1,7,stim/cinnamon roll_b.png,new,right
graph_2,8,stim/beanie_a.jpg,similar,down
graph_1,9,stim/pretzel_b.jpg,similar,down
graph_1,10,stim/gravy boat_b.png,old,left
graph_1,11,stim/leaf blower_b.png,old,left
graph_2,12,stim/trampoline_a.png,old,left
graph_2,13,stim/guitar amplifier_a.jpg,similar,down
graph_1,14,stim/rake_a.png,new,right
graph_2,15,stim/binder_a.jpg,similar,down
graph_2,16,stim/binder_b.png,old,left
graph_1,17,stim/leaf blower_a.jpg,similar,down
graph_2,18,stim/guitar amplifier_b.png,old,left
graph_2,19,stim/circular saw blade_b.png,new,right
graph_1,20,stim/allen wrench_b.png,old,left
graph_1,21,stim/pretzel_a.png,old,left
graph_2,22,stim/baseball_b.png,new,right
graph_2,23,stim/clarinet_b.png,new,right
graph_1,24,stim/treadmill_b.png,old,left
graph_2,25,stim/trampoline_b.jpg,similar,down
graph_2,26,stim/beanie_b.png,old,left
graph_1,27,stim/television_b.png,old,left
graph_1,28,stim/flashlight_b.png,new,right
graph_1,29,stim/sunflower_b.png,new,right
graph_1,30,stim/gravy boat_a.jpg,similar,down
graph_1,31,stim/wallet_b.png,new,right
graph_2,32,stim/tennis ball_b.png,new,right
graph_1,33,stim/television_a.jpg,similar,down
graph_2,34,stim/paper lantern_a.jpg,similar,down
graph_1,35,stim/treadmill_a.jpg,similar,down
graph_2,36,stim/pool table_b.jpg,similar,down
