graph,trial_number,cue_MST,label,correct_Ans_MST
graph_2,1,stim/paper lantern_a.png,old,left
graph_2,2,stim/disco ball_b.png,new,right
graph_1,3,stim/cinnamon roll_b.png,new,right
graph_1,4,stim/beanie_b.png,new,right
graph_1,5,stim/guitar amplifier_b.png,old,left
graph_1,6,stim/allen wrench_b.jpg,similar,down
graph_2,7,stim/tennis ball_b.png,old,left
graph_1,8,stim/trampoline_b.jpg,similar,down
graph_2,9,stim/rake_b.png,new,right
graph_2,10,stim/treadmill_a.png,old,left
graph_1,11,stim/flashlight_a.png,new,right
graph_2,12,stim/hedge shears_a.png,old,left
graph_2,13,stim/wallet_a.png,new,right
graph_1,14,stim/broom_b.png,new,right
graph_2,15,stim/leaf blower_a.png,new,right
graph_1,16,stim/sunflower_a.jpg,similar,down
graph_2,17,stim/hedge shears_b.jpg,similar,down
graph_1,18,stim/binder_a.png,old,left
graph_2,19,stim/treadmill_b.jpg,similar,down
graph_1,20,stim/binder_b.jpg,similar,down
graph_2,21,stim/circular saw blade_a.png,new,right
graph_2,22,stim/baseball_a.png,new,right
graph_1,23,stim/gravy boat_a.png,old,left
graph_1,24,stim/guitar amplifier_a.jpg,similar,down
graph_1,25,stim/allen wrench_a.png,old,left
graph_1,26,stim/trampoline_a.png,old,left
graph_2,27,stim/pretzel_a.jpg,similar,down
graph_1,28,stim/gravy boat_b.jpg,similar,down
graph_2,29,stim/tennis ball_a.jpg,similar,down
graph_1,30,stim/pool table_b.png,new,right
graph_1,31,stim/sunflower_b.png,old,left
graph_2,32,stim/clarinet_a.jpg,similar,down
graph_2,33,stim/clarinet_b.png,old,left
graph_2,34,stim/paper lantern_b.jpg,similar,down
graph_2,35,stim/pretzel_b.png,old,left
graph_1,36,stim/television_b.png,new,right
