trial_number,block,map,reference_node,object_reference,object_left_node,object_left,distance_left,object_right_node,object_right,distance_right,edge_difference,total_distance,minimum_distance,maximum_distance,degree_left,degree_right,correct_Ans_Dis
1,1,transfer_map,node_3,stim/clarinet_a.png,node_2,stim/tennis ball_a.png,1,node_5,stim/pretzel_b.png,2,1,3,1,2,3,3,left
2,1,transfer_map,node_3,stim/clarinet_a.png,node_2,stim/tennis ball_a.png,1,node_4,stim/treadmill_a.png,3,2,4,1,3,3,2,left
3,1,transfer_map,node_2,stim/tennis ball_a.png,node_5,stim/pretzel_b.png,1,node_6,stim/gravy boat_a.png,2,1,3,1,2,3,2,left
4,1,transfer_map,node_4,stim/treadmill_a.png,node_2,stim/tennis ball_a.png,2,node_5,stim/pretzel_b.png,1,1,3,1,2,3,3,right
5,1,transfer_map,node_4,stim/treadmill_a.png,node_3,stim/clarinet_a.png,3,node_6,stim/gravy boat_a.png,2,1,5,2,3,2,2,right
6,1,transfer_map,node_2,stim/tennis ball_a.png,node_3,stim/clarinet_a.png,1,node_6,stim/gravy boat_a.png,2,1,3,1,2,2,2,left
7,1,transfer_map,node_3,stim/clarinet_a.png,node_4,stim/treadmill_a.png,3,node_6,stim/gravy boat_a.png,1,2,4,1,3,2,2,right
8,1,transfer_map,node_5,stim/pretzel_b.png,node_2,stim/tennis ball_a.png,1,node_3,stim/clarinet_a.png,2,1,3,1,2,3,2,left
9,1,transfer_map,node_6,stim/gravy boat_a.png,node_1,stim/allen wrench_b.png,3,node_2,stim/tennis ball_a.png,2,1,5,2,3,2,3,right
10,1,transfer_map,node_3,stim/clarinet_a.png,node_1,stim/allen wrench_b.png,2,node_6,stim/gravy boat_a.png,1,1,3,1,2,2,2,right
11,1,transfer_map,node_2,stim/tennis ball_a.png,node_1,stim/allen wrench_b.png,1,node_6,stim/gravy boat_a.png,2,1,3,1,2,2,2,left
12,2,initial_map,node_1,stim/pool table_a.png,node_2,stim/beanie_b.png,1,node_6,stim/flashlight_a.png,3,2,4,1,3,3,2,left
13,2,initial_map,node_2,stim/beanie_b.png,node_3,stim/binder_b.png,1,node_6,stim/flashlight_a.png,2,1,3,1,2,2,2,left
14,2,initial_map,node_5,stim/circular saw blade_b.png,node_1,stim/pool table_a.png,2,node_6,stim/flashlight_a.png,1,1,3,1,2,2,2,right
15,2,initial_map,node_5,stim/circular saw blade_b.png,node_2,stim/beanie_b.png,1,node_3,stim/binder_b.png,2,1,3,1,2,3,2,left
16,2,initial_map,node_3,stim/binder_b.png,node_2,stim/beanie_b.png,1,node_5,stim/circular saw blade_b.png,2,1,3,1,2,3,3,left
17,2,initial_map,node_6,stim/flashlight_a.png,node_2,stim/beanie_b.png,2,node_5,stim/circular saw blade_b.png,1,1,3,1,2,3,3,right
18,2,initial_map,node_1,stim/pool table_a.png,node_4,stim/trampoline_a.png,1,node_6,stim/flashlight_a.png,3,2,4,1,3,2,2,left
19,2,initial_map,node_4,stim/trampoline_a.png,node_5,stim/circular saw blade_b.png,1,node_6,stim/flashlight_a.png,2,1,3,1,2,3,2,left
20,2,initial_map,node_5,stim/circular saw blade_b.png,node_3,stim/binder_b.png,2,node_6,stim/flashlight_a.png,1,1,3,1,2,2,2,right
21,2,initial_map,node_6,stim/flashlight_a.png,node_4,stim/trampoline_a.png,2,node_5,stim/circular saw blade_b.png,1,1,3,1,2,2,3,right
22,2,initial_map,node_2,stim/beanie_b.png,node_1,stim/pool table_a.png,1,node_6,stim/flashlight_a.png,2,1,3,1,2,2,2,left
