graph,trial_number,cue_MST,label,correct_Ans_MST
graph_2,1,stim/trampoline_b.jpg,similar,down
graph_2,2,stim/sunflower_a.png,old,left
graph_2,3,stim/clarinet_a.png,new,right
graph_1,4,stim/tennis ball_b.png,new,right
graph_1,5,stim/hedge shears_a.png,old,left
graph_2,6,stim/sunflower_b.jpg,similar,down
graph_2,7,stim/circular saw blade_a.jpg,similar,down
graph_2,8,stim/pretzel_a.jpg,similar,down
graph_2,9,stim/pretzel_b.png,old,left
graph_1,10,stim/wallet_b.png,new,right
graph_1,11,stim/pool table_b.png,old,left
graph_2,12,stim/television_b.png,old,left
graph_1,13,stim/flashlight_a.png,new,right
graph_1,14,stim/treadmill_a.png,new,right
graph_1,15,stim/paper lantern_b.png,old,left
graph_2,16,stim/guitar amplifier_b.png,old,left
graph_1,17,stim/binder_a.png,old,left
graph_1,18,stim/hedge shears_b.jpg,similar,down
graph_2,19,stim/circular saw blade_b.png,old,left
graph_2,20,stim/baseball_a.png,new,right
graph_1,21,stim/pool table_a.jpg,similar,down
graph_1,22,stim/cinnamon roll_a.png,new,right
graph_2,23,stim/trampoline_a.png,old,left
graph_2,24,stim/beanie_a.png,new,right
graph_1,25,stim/disco ball_b.jpg,similar,down
graph_1,26,stim/paper lantern_a.jpg,similar,down
graph_1,27,stim/gravy boat_b.jpg,similar,down
graph_1,28,stim/allen wrench_a.png,new,right
graph_1,29,stim/gravy boat_a.png,old,left
graph_2,30,stim/leaf blower_b.png,new,right
graph_1,31,stim/binder_b.jpg,similar,down
graph_2,32,stim/rake_b.png,new,right
graph_2,33,stim/guitar amplifier_a.jpg,similar,down
graph_1,34,stim/disco ball_a.png,old,left
graph_2,35,stim/broom_a.png,new,right
graph_2,36,stim/television_a.jpg,similar,down
