graph,trial_number,cue_MST,label,correct_Ans_MST
graph_1,1,stim/flashlight_a.png,old,left
graph_2,2,stim/hedge shears_b.png,new,right
graph_2,3,stim/allen wrench_b.png,old,left
graph_2,4,stim/tennis ball_a.png,old,left
graph_2,5,stim/baseball_a.png,new,right
graph_2,6,stim/clarinet_a.png,old,left
graph_1,7,stim/beanie_a.jpg,similar,down
graph_2,8,stim/clarinet_b.jpg,similar,down
graph_2,9,stim/gravy boat_a.png,old,left
graph_1,10,stim/flashlight_b.jpg,similar,down
graph_1,11,stim/binder_b.png,old,left
graph_1,12,stim/pool table_b.jpg,similar,down
graph_2,13,stim/rake_b.png,new,right
graph_2,14,stim/allen wrench_a.jpg,similar,down
graph_1,15,stim/television_a.png,new,right
graph_1,16,stim/trampoline_b.jpg,similar,down
graph_2,17,stim/sunflower_b.png,new,right
graph_1,18,stim/disco ball_a.png,new,right
graph_2,19,stim/guitar amplifier_b.png,new,right
graph_1,20,stim/beanie_b.png,old,left
graph_1,21,stim/pool table_a.png,old,left
graph_1,22,stim/trampoline_a.png,old,left
graph_2,23,stim/treadmill_a.png,old,left
graph_1,24,stim/paper lantern_a.png,new,right
graph_1,25,stim/binder_a.jpg,similar,down
graph_2,26,stim/pretzel_a.jpg,similar,down
graph_2,27,stim/leaf blower_b.png,new,right
graph_1,28,stim/circular saw blade_a.jpg,similar,down
graph_2,29,stim/treadmill_b.jpg,similar,down
graph_2,30,stim/tennis ball_b.jpg,similar,down
graph_1,31,stim/cinnamon roll_b.png,new,right
graph_2,32,stim/pretzel_b.png,old,left
graph_2,33,stim/gravy boat_b.jpg,similar,down
graph_1,34,stim/wallet_b.png,new,right
graph_1,35,stim/broom_b.png,new,right
graph_1,36,stim/circular saw blade_b.png,old,left
