graph,trial_number,cue_MST,label,correct_Ans_MST
graph_2,1,stim/hedge shears_b.png,old,left
graph_2,2,stim/hedge shears_a.jpg,similar,down
graph_2,3,stim/treadmill_a.jpg,similar,down
graph_1,4,stim/flashlight_a.png,new,right
graph_1,5,stim/pretzel_b.jpg,similar,down
graph_1,6,stim/gravy boat_a.png,old,left
graph_2,7,stim/wallet_b.png,new,right
graph_1,8,stim/gravy boat_b.jpg,similar,down
graph_2,9,stim/guitar amplifier_a.png,new,right
graph_1,10,stim/paper lantern_a.png,old,left
graph_2,11,stim/treadmill_b.png,old,left
graph_1,12,stim/disco ball_a.png,new,right
graph_2,13,stim/clarinet_b.png,old,left
graph_1,14,stim/pool table_a.jpg,similar,down
graph_2,15,stim/binder_b.png,old,left
graph_1,16,stim/pool table_b.png,old,left
graph_2,17,stim/leaf blower_a.png,old,left
graph_2,18,stim/allen wrench_b.png,old,left
graph_1,19,stim/television_a.png,new,right
graph_2,20,stim/rake_b.png,new,right
graph_1,21,stim/tennis ball_a.png,new,right
graph_1,22,stim/baseball_b.png,new,right
graph_1,23,stim/trampoline_b.jpg,similar,down
graph_2,24,stim/sunflower_b.png,new,right
graph_1,25,stim/circular saw blade_b.jpg,similar,down
graph_1,26,stim/pretzel_a.png,old,left
graph_2,27,stim/beanie_b.png,new,right
graph_2,28,stim/binder_a.jpg,similar,down
graph_1,29,stim/broom_b.png,new,right
graph_2,30,stim/leaf blower_b.jpg,similar,down
graph_2,31,stim/cinnamon roll_b.png,new,right
graph_1,32,stim/circular saw blade_a.png,old,left
graph_2,33,stim/allen wrench_a.jpg,similar,down
graph_1,34,stim/paper lantern_b.jpg,similar,down
graph_2,35,stim/clarinet_a.jpg,similar,down
graph_1,36,stim/trampoline_a.png,old,left
