trial_number,block,map,reference_node,object_reference,object_left_node,object_left,distance_left,object_right_node,object_right,distance_right,edge_difference,total_distance,minimum_distance,maximum_distance,degree_left,degree_right,correct_Ans_Dis
1,1,initial_map,node_3,stim/flashlight_a.png,node_4,stim/leaf blower_a.png,3,node_5,stim/pool table_b.png,2,1,5,2,3,2,3,right
2,1,initial_map,node_2,stim/gravy boat_a.png,node_4,stim/leaf blower_a.png,2,node_5,stim/pool table_b.png,1,1,3,1,2,2,3,right
3,1,initial_map,node_5,stim/pool table_b.png,node_1,stim/clarinet_b.png,2,node_6,stim/treadmill_b.png,1,1,3,1,2,2,2,right
4,1,initial_map,node_1,stim/clarinet_b.png,node_5,stim/pool table_b.png,2,node_6,stim/treadmill_b.png,3,1,5,2,3,3,2,left
5,1,initial_map,node_6,stim/treadmill_b.png,node_2,stim/gravy boat_a.png,2,node_5,stim/pool table_b.png,1,1,3,1,2,3,3,right
6,1,initial_map,node_1,stim/clarinet_b.png,node_3,stim/flashlight_a.png,2,node_4,stim/leaf blower_a.png,1,1,3,1,2,2,2,right
7,1,initial_map,node_2,stim/gravy boat_a.png,node_1,stim/clarinet_b.png,1,node_4,stim/leaf blower_a.png,2,1,3,1,2,2,2,left
8,1,initial_map,node_3,stim/flashlight_a.png,node_5,stim/pool table_b.png,2,node_6,stim/treadmill_b.png,1,1,3,1,2,3,2,right
9,1,initial_map,node_4,stim/leaf blower_a.png,node_3,stim/flashlight_a.png,3,node_5,stim/pool table_b.png,1,2,4,1,3,2,3,right
10,1,initial_map,node_6,stim/treadmill_b.png,node_1,stim/clarinet_b.png,3,node_2,stim/gravy boat_a.png,2,1,5,2,3,2,3,right
11,1,initial_map,node_2,stim/gravy boat_a.png,node_1,stim/clarinet_b.png,1,node_6,stim/treadmill_b.png,2,1,3,1,2,2,2,left
12,2,transfer_map,node_1,stim/tennis ball_a.png,node_5,stim/guitar amplifier_a.png,2,node_6,stim/allen wrench_a.png,3,1,5,2,3,3,2,left
13,2,transfer_map,node_6,stim/allen wrench_a.png,node_1,stim/tennis ball_a.png,3,node_5,stim/guitar amplifier_a.png,1,2,4,1,3,2,3,right
14,2,transfer_map,node_1,stim/tennis ball_a.png,node_3,stim/hedge shears_a.png,2,node_6,stim/allen wrench_a.png,3,1,5,2,3,2,2,left
15,2,transfer_map,node_6,stim/allen wrench_a.png,node_3,stim/hedge shears_a.png,1,node_4,stim/binder_a.png,2,1,3,1,2,2,2,left
16,2,transfer_map,node_6,stim/allen wrench_a.png,node_1,stim/tennis ball_a.png,3,node_3,stim/hedge shears_a.png,1,2,4,1,3,2,2,right
17,2,transfer_map,node_2,stim/paper lantern_b.png,node_3,stim/hedge shears_a.png,1,node_4,stim/binder_a.png,2,1,3,1,2,2,2,left
18,2,transfer_map,node_6,stim/allen wrench_a.png,node_4,stim/binder_a.png,2,node_5,stim/guitar amplifier_a.png,1,1,3,1,2,2,3,right
19,2,transfer_map,node_1,stim/tennis ball_a.png,node_2,stim/paper lantern_b.png,1,node_3,stim/hedge shears_a.png,2,1,3,1,2,3,2,left
20,2,transfer_map,node_4,stim/binder_a.png,node_3,stim/hedge shears_a.png,3,node_6,stim/allen wrench_a.png,2,1,5,2,3,2,2,right
21,2,transfer_map,node_4,stim/binder_a.png,node_1,stim/tennis ball_a.png,1,node_2,stim/paper lantern_b.png,2,1,3,1,2,2,3,left
22,2,transfer_map,node_3,stim/hedge shears_a.png,node_1,stim/tennis ball_a.png,2,node_2,stim/paper lantern_b.png,1,1,3,1,2,2,3,right
23,3,initial_map,node_6,stim/treadmill_b.png,node_3,stim/flashlight_a.png,1,node_4,stim/leaf blower_a.png,2,1,3,1,2,2,2,left
24,3,initial_map,node_5,stim/pool table_b.png,node_2,stim/gravy boat_a.png,1,node_3,stim/flashlight_a.png,2,1,3,1,2,3,2,left
25,3,initial_map,node_4,stim/leaf blower_a.png,node_2,stim/gravy boat_a.png,2,node_3,stim/flashlight_a.png,3,1,5,2,3,3,2,left
26,3,initial_map,node_1,stim/clarinet_b.png,node_2,stim/gravy boat_a.png,1,node_3,stim/flashlight_a.png,2,1,3,1,2,3,2,left
27,3,initial_map,node_3,stim/flashlight_a.png,node_1,stim/clarinet_b.png,2,node_4,stim/leaf blower_a.png,3,1,5,2,3,2,2,left
28,3,initial_map,node_5,stim/pool table_b.png,node_3,stim/flashlight_a.png,2,node_4,stim/leaf blower_a.png,1,1,3,1,2,2,2,right
29,3,initial_map,node_4,stim/leaf blower_a.png,node_1,stim/clarinet_b.png,1,node_6,stim/treadmill_b.png,2,1,3,1,2,2,2,left
30,3,initial_map,node_1,stim/clarinet_b.png,node_4,stim/leaf blower_a.png,1,node_6,stim/treadmill_b.png,3,2,4,1,3,2,2,left
31,3,initial_map,node_1,stim/clarinet_b.png,node_3,stim/flashlight_a.png,2,node_6,stim/treadmill_b.png,3,1,5,2,3,2,2,left
32,3,initial_map,node_1,stim/clarinet_b.png,node_2,stim/gravy boat_a.png,1,node_6,stim/treadmill_b.png,3,2,4,1,3,3,2,left
33,3,initial_map,node_3,stim/flashlight_a.png,node_2,stim/gravy boat_a.png,1,node_5,stim/pool table_b.png,2,1,3,1,2,3,3,left
34,4,transfer_map,node_1,stim/tennis ball_a.png,node_4,stim/binder_a.png,1,node_5,stim/guitar amplifier_a.png,2,1,3,1,2,2,3,left
35,4,transfer_map,node_3,stim/hedge shears_a.png,node_4,stim/binder_a.png,3,node_5,stim/guitar amplifier_a.png,2,1,5,2,3,2,3,right
36,4,transfer_map,node_5,stim/guitar amplifier_a.png,node_1,stim/tennis ball_a.png,2,node_2,stim/paper lantern_b.png,1,1,3,1,2,2,3,right
