trial_number,block,map,reference_node,object_reference,object_left_node,object_left,distance_left,object_right_node,object_right,distance_right,edge_difference,total_distance,minimum_distance,maximum_distance,degree_left,degree_right,correct_Ans_Dis
1,1,initial_map,node_2,stim/pool table_b.png,node_1,stim/guitar amplifier_b.png,1,node_4,stim/pretzel_a.png,2,1,3,1,2,2,2,left
2,1,initial_map,node_3,stim/sunflower_a.png,node_1,stim/guitar amplifier_b.png,2,node_4,stim/pretzel_a.png,3,1,5,2,3,2,2,left
3,1,initial_map,node_3,stim/sunflower_a.png,node_5,stim/television_b.png,2,node_6,stim/rake_b.png,1,1,3,1,2,3,2,right
4,1,initial_map,node_5,stim/television_b.png,node_3,stim/sunflower_a.png,2,node_4,stim/pretzel_a.png,1,1,3,1,2,2,2,right
5,1,initial_map,node_1,stim/guitar amplifier_b.png,node_2,stim/pool table_b.png,1,node_3,stim/sunflower_a.png,2,1,3,1,2,3,2,left
6,1,initial_map,node_6,stim/rake_b.png,node_1,stim/guitar amplifier_b.png,3,node_3,stim/sunflower_a.png,1,2,4,1,3,2,2,right
7,1,initial_map,node_6,stim/rake_b.png,node_1,stim/guitar amplifier_b.png,3,node_4,stim/pretzel_a.png,2,1,5,2,3,2,2,right
8,1,initial_map,node_3,stim/sunflower_a.png,node_1,stim/guitar amplifier_b.png,2,node_6,stim/rake_b.png,1,1,3,1,2,2,2,right
9,1,initial_map,node_6,stim/rake_b.png,node_1,stim/guitar amplifier_b.png,3,node_2,stim/pool table_b.png,2,1,5,2,3,2,3,right
10,1,initial_map,node_6,stim/rake_b.png,node_3,stim/sunflower_a.png,1,node_4,stim/pretzel_a.png,2,1,3,1,2,2,2,left
11,1,initial_map,node_6,stim/rake_b.png,node_1,stim/guitar amplifier_b.png,3,node_5,stim/television_b.png,1,2,4,1,3,2,3,right
12,2,transfer_map,node_2,stim/baseball_b.png,node_5,stim/gravy boat_b.png,1,node_6,stim/binder_b.png,2,1,3,1,2,3,2,left
13,2,transfer_map,node_1,stim/trampoline_a.png,node_3,stim/hedge shears_a.png,2,node_6,stim/binder_b.png,3,1,5,2,3,2,2,left
14,2,transfer_map,node_3,stim/hedge shears_a.png,node_1,stim/trampoline_a.png,2,node_4,stim/leaf blower_b.png,3,1,5,2,3,2,2,left
15,2,transfer_map,node_1,stim/trampoline_a.png,node_5,stim/gravy boat_b.png,2,node_6,stim/binder_b.png,3,1,5,2,3,3,2,left
16,2,transfer_map,node_5,stim/gravy boat_b.png,node_2,stim/baseball_b.png,1,node_3,stim/hedge shears_a.png,2,1,3,1,2,3,2,left
17,2,transfer_map,node_6,stim/binder_b.png,node_2,stim/baseball_b.png,2,node_5,stim/gravy boat_b.png,1,1,3,1,2,3,3,right
18,2,transfer_map,node_4,stim/leaf blower_b.png,node_1,stim/trampoline_a.png,1,node_3,stim/hedge shears_a.png,3,2,4,1,3,2,2,left
19,2,transfer_map,node_5,stim/gravy boat_b.png,node_3,stim/hedge shears_a.png,2,node_4,stim/leaf blower_b.png,1,1,3,1,2,2,2,right
20,2,transfer_map,node_2,stim/baseball_b.png,node_3,stim/hedge shears_a.png,1,node_6,stim/binder_b.png,2,1,3,1,2,2,2,left
21,2,transfer_map,node_6,stim/binder_b.png,node_1,stim/trampoline_a.png,3,node_4,stim/leaf blower_b.png,2,1,5,2,3,2,2,right
22,2,transfer_map,node_3,stim/hedge shears_a.png,node_1,stim/trampoline_a.png,2,node_6,stim/binder_b.png,1,1,3,1,2,2,2,right
23,3,initial_map,node_6,stim/rake_b.png,node_2,stim/pool table_b.png,2,node_5,stim/television_b.png,1,1,3,1,2,3,3,right
24,3,initial_map,node_3,stim/sunflower_a.png,node_4,stim/pretzel_a.png,3,node_5,stim/television_b.png,2,1,5,2,3,2,3,right
25,3,initial_map,node_2,stim/pool table_b.png,node_3,stim/sunflower_a.png,1,node_6,stim/rake_b.png,2,1,3,1,2,2,2,left
26,3,initial_map,node_3,stim/sunflower_a.png,node_2,stim/pool table_b.png,1,node_5,stim/television_b.png,2,1,3,1,2,3,3,left
27,3,initial_map,node_2,stim/pool table_b.png,node_4,stim/pretzel_a.png,2,node_5,stim/television_b.png,1,1,3,1,2,2,3,right
28,3,initial_map,node_6,stim/rake_b.png,node_4,stim/pretzel_a.png,2,node_5,stim/television_b.png,1,1,3,1,2,2,3,right
29,3,initial_map,node_3,stim/sunflower_a.png,node_1,stim/guitar amplifier_b.png,2,node_2,stim/pool table_b.png,1,1,3,1,2,2,3,right
30,3,initial_map,node_1,stim/guitar amplifier_b.png,node_2,stim/pool table_b.png,1,node_5,stim/television_b.png,2,1,3,1,2,3,3,left
31,3,initial_map,node_1,stim/guitar amplifier_b.png,node_3,stim/sunflower_a.png,2,node_4,stim/pretzel_a.png,1,1,3,1,2,2,2,right
32,3,initial_map,node_4,stim/pretzel_a.png,node_1,stim/guitar amplifier_b.png,1,node_6,stim/rake_b.png,2,1,3,1,2,2,2,left
33,3,initial_map,node_4,stim/pretzel_a.png,node_3,stim/sunflower_a.png,3,node_6,stim/rake_b.png,2,1,5,2,3,2,2,right
34,4,transfer_map,node_4,stim/leaf blower_b.png,node_3,stim/hedge shears_a.png,3,node_5,stim/gravy boat_b.png,1,2,4,1,3,2,3,right
35,4,transfer_map,node_3,stim/hedge shears_a.png,node_4,stim/leaf blower_b.png,3,node_6,stim/binder_b.png,1,2,4,1,3,2,2,right
36,4,transfer_map,node_5,stim/gravy boat_b.png,node_1,stim/trampoline_a.png,2,node_2,stim/baseball_b.png,1,1,3,1,2,2,3,right
37,4,transfer_map,node_1,stim/trampoline_a.png,node_2,stim/baseball_b.png,1,node_3,stim/hedge shears_a.png,2,1,3,1,2,3,2,left
38,4,transfer_map,node_1,stim/trampoline_a.png,node_4,stim/leaf blower_b.png,1,node_5,stim/gravy boat_b.png,2,1,3,1,2,2,3,left
39,4,transfer_map,node_4,stim/leaf blower_b.png,node_1,stim/trampoline_a.png,1,node_2,stim/baseball_b.png,2,1,3,1,2,2,3,left
40,4,transfer_map,node_4,stim/leaf blower_b.png,node_5,stim/gravy boat_b.png,1,node_6,stim/binder_b.png,2,1,3,1,2,3,2,left
41,4,transfer_map,node_4,stim/leaf blower_b.png,node_3,stim/hedge shears_a.png,3,node_6,stim/binder_b.png,2,1,5,2,3,2,2,right
42,4,transfer_map,node_6,stim/binder_b.png,node_4,stim/leaf blower_b.png,2,node_5,stim/gravy boat_b.png,1,1,3,1,2,2,3,right
43,4,transfer_map,node_1,stim/trampoline_a.png,node_2,stim/baseball_b.png,1,node_5,stim/gravy boat_b.png,2,1,3,1,2,3,3,left
44,4,transfer_map,node_5,stim/gravy boat_b.png,node_1,stim/trampoline_a.png,2,node_4,stim/leaf blower_b.png,1,1,3,1,2,2,2,right
45,5,initial_map,node_5,stim/television_b.png,node_3,stim/sunflower_a.png,2,node_6,stim/rake_b.png,1,1,3,1,2,2,2,right
46,5,initial_map,node_4,stim/pretzel_a.png,node_2,stim/pool table_b.png,2,node_3,stim/sunflower_a.png,3,1,5,2,3,3,2,left
47,5,initial_map,node_6,stim/rake_b.png,node_2,stim/pool table_b.png,2,node_3,stim/sunflower_a.png,1,1,3,1,2,3,2,right
48,5,initial_map,node_4,stim/pretzel_a.png,node_1,stim/guitar amplifier_b.png,1,node_3,stim/sunflower_a.png,3,2,4,1,3,2,2,left
49,5,initial_map,node_4,stim/pretzel_a.png,node_2,stim/pool table_b.png,2,node_5,stim/television_b.png,1,1,3,1,2,3,3,right
50,5,initial_map,node_5,stim/television_b.png,node_2,stim/pool table_b.png,1,node_3,stim/sunflower_a.png,2,1,3,1,2,3,2,left
51,5,initial_map,node_1,stim/guitar amplifier_b.png,node_5,stim/television_b.png,2,node_6,stim/rake_b.png,3,1,5,2,3,3,2,left
52,5,initial_map,node_2,stim/pool table_b.png,node_1,stim/guitar amplifier_b.png,1,node_6,stim/rake_b.png,2,1,3,1,2,2,2,left
53,5,initial_map,node_4,stim/pretzel_a.png,node_5,stim/television_b.png,1,node_6,stim/rake_b.png,2,1,3,1,2,3,2,left
54,5,initial_map,node_1,stim/guitar amplifier_b.png,node_2,stim/pool table_b.png,1,node_6,stim/rake_b.png,3,2,4,1,3,3,2,left
55,5,initial_map,node_1,stim/guitar amplifier_b.png,node_4,stim/pretzel_a.png,1,node_6,stim/rake_b.png,3,2,4,1,3,2,2,left
56,6,transfer_map,node_4,stim/leaf blower_b.png,node_2,stim/baseball_b.png,2,node_5,stim/gravy boat_b.png,1,1,3,1,2,3,3,right
57,6,transfer_map,node_2,stim/baseball_b.png,node_1,stim/trampoline_a.png,1,node_4,stim/leaf blower_b.png,2,1,3,1,2,2,2,left
58,6,transfer_map,node_2,stim/baseball_b.png,node_4,stim/leaf blower_b.png,2,node_5,stim/gravy boat_b.png,1,1,3,1,2,2,3,right
59,6,transfer_map,node_2,stim/baseball_b.png,node_1,stim/trampoline_a.png,1,node_6,stim/binder_b.png,2,1,3,1,2,2,2,left
60,6,transfer_map,node_6,stim/binder_b.png,node_1,stim/trampoline_a.png,3,node_5,stim/gravy boat_b.png,1,2,4,1,3,2,3,right
61,6,transfer_map,node_1,stim/trampoline_a.png,node_3,stim/hedge shears_a.png,2,node_4,stim/leaf blower_b.png,1,1,3,1,2,2,2,right
62,6,transfer_map,node_6,stim/binder_b.png,node_1,stim/trampoline_a.png,3,node_3,stim/hedge shears_a.png,1,2,4,1,3,2,2,right
63,6,transfer_map,node_1,stim/trampoline_a.png,node_4,stim/leaf blower_b.png,1,node_6,stim/binder_b.png,3,2,4,1,3,2,2,left
64,6,transfer_map,node_6,stim/binder_b.png,node_2,stim/baseball_b.png,2,node_3,stim/hedge shears_a.png,1,1,3,1,2,3,2,right
65,6,transfer_map,node_4,stim/leaf blower_b.png,node_1,stim/trampoline_a.png,1,node_6,stim/binder_b.png,2,1,3,1,2,2,2,left
66,6,transfer_map,node_3,stim/hedge shears_a.png,node_2,stim/baseball_b.png,1,node_5,stim/gravy boat_b.png,2,1,3,1,2,3,3,left
67,7,initial_map,node_5,stim/television_b.png,node_1,stim/guitar amplifier_b.png,2,node_4,stim/pretzel_a.png,1,1,3,1,2,2,2,right
68,7,initial_map,node_3,stim/sunflower_a.png,node_4,stim/pretzel_a.png,3,node_6,stim/rake_b.png,1,2,4,1,3,2,2,right
69,7,initial_map,node_1,stim/guitar amplifier_b.png,node_3,stim/sunflower_a.png,2,node_6,stim/rake_b.png,3,1,5,2,3,2,2,left
70,7,initial_map,node_3,stim/sunflower_a.png,node_2,stim/pool table_b.png,1,node_4,stim/pretzel_a.png,3,2,4,1,3,3,2,left
71,7,initial_map,node_2,stim/pool table_b.png,node_5,stim/television_b.png,1,node_6,stim/rake_b.png,2,1,3,1,2,3,2,left
72,7,initial_map,node_4,stim/pretzel_a.png,node_1,stim/guitar amplifier_b.png,1,node_2,stim/pool table_b.png,2,1,3,1,2,2,3,left
73,7,initial_map,node_4,stim/pretzel_a.png,node_3,stim/sunflower_a.png,3,node_5,stim/television_b.png,1,2,4,1,3,2,3,right
74,7,initial_map,node_1,stim/guitar amplifier_b.png,node_4,stim/pretzel_a.png,1,node_5,stim/television_b.png,2,1,3,1,2,2,3,left
75,7,initial_map,node_2,stim/pool table_b.png,node_3,stim/sunflower_a.png,1,node_4,stim/pretzel_a.png,2,1,3,1,2,2,2,left
