graph,trial_number,cue_MST,label,correct_Ans_MST
graph_1,1,stim/television_a.png,new,right
graph_1,2,stim/paper lantern_b.png,new,right
graph_2,3,stim/rake_a.png,new,right
graph_2,4,stim/guitar amplifier_b.png,old,left
graph_2,5,stim/binder_a.jpg,similar,down
graph_2,6,stim/baseball_b.png,new,right
graph_1,7,stim/tennis ball_a.png,new,right
graph_1,8,stim/pretzel_a.jpg,similar,down
graph_2,9,stim/guitar amplifier_a.jpg,similar,down
graph_2,10,stim/beanie_b.png,new,right
graph_1,11,stim/clarinet_a.png,new,right
graph_1,12,stim/trampoline_a.png,old,left
graph_2,13,stim/sunflower_a.png,new,right
graph_1,14,stim/gravy boat_a.png,old,left
graph_1,15,stim/gravy boat_b.jpg,similar,down
graph_2,16,stim/broom_a.jpg,similar,down
graph_2,17,stim/flashlight_a.png,new,right
graph_2,18,stim/wallet_b.png,new,right
graph_2,19,stim/circular saw blade_a.png,old,left
graph_2,20,stim/circular saw blade_b.jpg,similar,down
graph_1,21,stim/pool table_b.jpg,similar,down
graph_1,22,stim/leaf blower_a.jpg,similar,down
graph_1,23,stim/leaf blower_b.png,old,left
graph_2,24,stim/broom_b.png,old,left
graph_1,25,stim/trampoline_b.jpg,similar,down
graph_2,26,stim/treadmill_a.png,old,left
graph_2,27,stim/treadmill_b.jpg,similar,down
graph_1,28,stim/allen wrench_b.jpg,similar,down
graph_2,29,stim/binder_b.png,old,left
graph_1,30,stim/pretzel_b.png,old,left
graph_2,31,stim/disco ball_a.jpg,similar,down
graph_1,32,stim/pool table_a.png,old,left
graph_2,33,stim/disco ball_b.png,old,left
graph_1,34,stim/hedge shears_b.png,new,right
graph_1,35,stim/cinnamon roll_b.png,new,right
graph_1,36,stim/allen wrench_a.png,old,left
