trial_number,block,map,reference_node,object_reference,object_left_node,object_left,distance_left,object_right_node,object_right,distance_right,edge_difference,total_distance,minimum_distance,maximum_distance,degree_left,degree_right,correct_Ans_Dis
1,1,initial_map,node_4,stim/beanie_a.png,node_1,stim/circular saw blade_b.png,1,node_2,stim/binder_b.png,2,1,3,1,2,2,3,left
2,1,initial_map,node_4,stim/beanie_a.png,node_1,stim/circular saw blade_b.png,1,node_6,stim/pool table_a.png,2,1,3,1,2,2,2,left
3,1,initial_map,node_2,stim/binder_b.png,node_3,stim/trampoline_a.png,1,node_4,stim/beanie_a.png,2,1,3,1,2,2,2,left
4,1,initial_map,node_1,stim/circular saw blade_b.png,node_4,stim/beanie_a.png,1,node_5,stim/guitar amplifier_a.png,2,1,3,1,2,2,3,left
5,1,initial_map,node_3,stim/trampoline_a.png,node_2,stim/binder_b.png,1,node_4,stim/beanie_a.png,3,2,4,1,3,3,2,left
6,1,initial_map,node_2,stim/binder_b.png,node_1,stim/circular saw blade_b.png,1,node_4,stim/beanie_a.png,2,1,3,1,2,2,2,left
7,1,initial_map,node_6,stim/pool table_a.png,node_1,stim/circular saw blade_b.png,3,node_4,stim/beanie_a.png,2,1,5,2,3,2,2,right
8,1,initial_map,node_6,stim/pool table_a.png,node_1,stim/circular saw blade_b.png,3,node_3,stim/trampoline_a.png,1,2,4,1,3,2,2,right
9,1,initial_map,node_6,stim/pool table_a.png,node_3,stim/trampoline_a.png,1,node_4,stim/beanie_a.png,2,1,3,1,2,2,2,left
10,1,initial_map,node_5,stim/guitar amplifier_a.png,node_3,stim/trampoline_a.png,2,node_4,stim/beanie_a.png,1,1,3,1,2,2,2,right
11,1,initial_map,node_1,stim/circular saw blade_b.png,node_3,stim/trampoline_a.png,2,node_4,stim/beanie_a.png,1,1,3,1,2,2,2,right
12,2,transfer_map,node_2,stim/gravy boat_a.png,node_1,stim/sunflower_b.png,1,node_6,stim/flashlight_a.png,2,1,3,1,2,2,2,left
13,2,transfer_map,node_1,stim/sunflower_b.png,node_2,stim/gravy boat_a.png,1,node_6,stim/flashlight_a.png,3,2,4,1,3,3,2,left
14,2,transfer_map,node_6,stim/flashlight_a.png,node_4,stim/treadmill_a.png,2,node_5,stim/hedge shears_a.png,1,1,3,1,2,2,3,right
15,2,transfer_map,node_4,stim/treadmill_a.png,node_1,stim/sunflower_b.png,1,node_3,stim/pretzel_a.png,3,2,4,1,3,2,2,left
16,2,transfer_map,node_2,stim/gravy boat_a.png,node_4,stim/treadmill_a.png,2,node_5,stim/hedge shears_a.png,1,1,3,1,2,2,3,right
17,2,transfer_map,node_1,stim/sunflower_b.png,node_4,stim/treadmill_a.png,1,node_5,stim/hedge shears_a.png,2,1,3,1,2,2,3,left
18,2,transfer_map,node_6,stim/flashlight_a.png,node_1,stim/sunflower_b.png,3,node_5,stim/hedge shears_a.png,1,2,4,1,3,2,3,right
19,2,transfer_map,node_2,stim/gravy boat_a.png,node_3,stim/pretzel_a.png,1,node_6,stim/flashlight_a.png,2,1,3,1,2,2,2,left
20,2,transfer_map,node_1,stim/sunflower_b.png,node_4,stim/treadmill_a.png,1,node_6,stim/flashlight_a.png,3,2,4,1,3,2,2,left
21,2,transfer_map,node_4,stim/treadmill_a.png,node_2,stim/gravy boat_a.png,2,node_5,stim/hedge shears_a.png,1,1,3,1,2,3,3,right
22,2,transfer_map,node_3,stim/pretzel_a.png,node_2,stim/gravy boat_a.png,1,node_4,stim/treadmill_a.png,3,2,4,1,3,3,2,left
23,3,initial_map,node_5,stim/guitar amplifier_a.png,node_1,stim/circular saw blade_b.png,2,node_2,stim/binder_b.png,1,1,3,1,2,2,3,right
24,3,initial_map,node_5,stim/guitar amplifier_a.png,node_3,stim/trampoline_a.png,2,node_6,stim/pool table_a.png,1,1,3,1,2,2,2,right
25,3,initial_map,node_5,stim/guitar amplifier_a.png,node_2,stim/binder_b.png,1,node_3,stim/trampoline_a.png,2,1,3,1,2,3,2,left
26,3,initial_map,node_2,stim/binder_b.png,node_5,stim/guitar amplifier_a.png,1,node_6,stim/pool table_a.png,2,1,3,1,2,3,2,left
27,3,initial_map,node_1,stim/circular saw blade_b.png,node_3,stim/trampoline_a.png,2,node_6,stim/pool table_a.png,3,1,5,2,3,2,2,left
28,3,initial_map,node_4,stim/beanie_a.png,node_1,stim/circular saw blade_b.png,1,node_3,stim/trampoline_a.png,3,2,4,1,3,2,2,left
29,3,initial_map,node_1,stim/circular saw blade_b.png,node_4,stim/beanie_a.png,1,node_6,stim/pool table_a.png,3,2,4,1,3,2,2,left
30,3,initial_map,node_1,stim/circular saw blade_b.png,node_5,stim/guitar amplifier_a.png,2,node_6,stim/pool table_a.png,3,1,5,2,3,3,2,left
31,3,initial_map,node_4,stim/beanie_a.png,node_2,stim/binder_b.png,2,node_5,stim/guitar amplifier_a.png,1,1,3,1,2,3,3,right
32,3,initial_map,node_1,stim/circular saw blade_b.png,node_2,stim/binder_b.png,1,node_3,stim/trampoline_a.png,2,1,3,1,2,3,2,left
33,3,initial_map,node_3,stim/trampoline_a.png,node_4,stim/beanie_a.png,3,node_6,stim/pool table_a.png,1,2,4,1,3,2,2,right
34,4,transfer_map,node_1,stim/sunflower_b.png,node_2,stim/gravy boat_a.png,1,node_3,stim/pretzel_a.png,2,1,3,1,2,3,2,left
35,4,transfer_map,node_2,stim/gravy boat_a.png,node_1,stim/sunflower_b.png,1,node_4,stim/treadmill_a.png,2,1,3,1,2,2,2,left
36,4,transfer_map,node_6,stim/flashlight_a.png,node_1,stim/sunflower_b.png,3,node_3,stim/pretzel_a.png,1,2,4,1,3,2,2,right
37,4,transfer_map,node_4,stim/treadmill_a.png,node_1,stim/sunflower_b.png,1,node_6,stim/flashlight_a.png,2,1,3,1,2,2,2,left
38,4,transfer_map,node_3,stim/pretzel_a.png,node_5,stim/hedge shears_a.png,2,node_6,stim/flashlight_a.png,1,1,3,1,2,3,2,right
39,4,transfer_map,node_5,stim/hedge shears_a.png,node_3,stim/pretzel_a.png,2,node_4,stim/treadmill_a.png,1,1,3,1,2,2,2,right
40,4,transfer_map,node_2,stim/gravy boat_a.png,node_5,stim/hedge shears_a.png,1,node_6,stim/flashlight_a.png,2,1,3,1,2,3,2,left
41,4,transfer_map,node_3,stim/pretzel_a.png,node_4,stim/treadmill_a.png,3,node_5,stim/hedge shears_a.png,2,1,5,2,3,2,3,right
42,4,transfer_map,node_6,stim/flashlight_a.png,node_3,stim/pretzel_a.png,1,node_4,stim/treadmill_a.png,2,1,3,1,2,2,2,left
43,4,transfer_map,node_1,stim/sunflower_b.png,node_3,stim/pretzel_a.png,2,node_4,stim/treadmill_a.png,1,1,3,1,2,2,2,right
44,4,transfer_map,node_2,stim/gravy boat_a.png,node_3,stim/pretzel_a.png,1,node_4,stim/treadmill_a.png,2,1,3,1,2,2,2,left
45,5,initial_map,node_6,stim/pool table_a.png,node_2,stim/binder_b.png,2,node_3,stim/trampoline_a.png,1,1,3,1,2,3,2,right
46,5,initial_map,node_3,stim/trampoline_a.png,node_5,stim/guitar amplifier_a.png,2,node_6,stim/pool table_a.png,1,1,3,1,2,3,2,right
47,5,initial_map,node_4,stim/beanie_a.png,node_5,stim/guitar amplifier_a.png,1,node_6,stim/pool table_a.png,2,1,3,1,2,3,2,left
48,5,initial_map,node_6,stim/pool table_a.png,node_1,stim/circular saw blade_b.png,3,node_2,stim/binder_b.png,2,1,5,2,3,2,3,right
49,5,initial_map,node_4,stim/beanie_a.png,node_3,stim/trampoline_a.png,3,node_5,stim/guitar amplifier_a.png,1,2,4,1,3,2,3,right
50,5,initial_map,node_5,stim/guitar amplifier_a.png,node_1,stim/circular saw blade_b.png,2,node_6,stim/pool table_a.png,1,1,3,1,2,2,2,right
51,5,initial_map,node_6,stim/pool table_a.png,node_4,stim/beanie_a.png,2,node_5,stim/guitar amplifier_a.png,1,1,3,1,2,2,3,right
52,5,initial_map,node_2,stim/binder_b.png,node_1,stim/circular saw blade_b.png,1,node_6,stim/pool table_a.png,2,1,3,1,2,2,2,left
53,5,initial_map,node_1,stim/circular saw blade_b.png,node_2,stim/binder_b.png,1,node_6,stim/pool table_a.png,3,2,4,1,3,3,2,left
54,5,initial_map,node_2,stim/binder_b.png,node_3,stim/trampoline_a.png,1,node_6,stim/pool table_a.png,2,1,3,1,2,2,2,left
55,5,initial_map,node_3,stim/trampoline_a.png,node_1,stim/circular saw blade_b.png,2,node_2,stim/binder_b.png,1,1,3,1,2,2,3,right
56,6,transfer_map,node_5,stim/hedge shears_a.png,node_1,stim/sunflower_b.png,2,node_6,stim/flashlight_a.png,1,1,3,1,2,2,2,right
57,6,transfer_map,node_4,stim/treadmill_a.png,node_3,stim/pretzel_a.png,3,node_6,stim/flashlight_a.png,2,1,5,2,3,2,2,right
58,6,transfer_map,node_5,stim/hedge shears_a.png,node_1,stim/sunflower_b.png,2,node_4,stim/treadmill_a.png,1,1,3,1,2,2,2,right
59,6,transfer_map,node_3,stim/pretzel_a.png,node_2,stim/gravy boat_a.png,1,node_5,stim/hedge shears_a.png,2,1,3,1,2,3,3,left
60,6,transfer_map,node_3,stim/pretzel_a.png,node_4,stim/treadmill_a.png,3,node_6,stim/flashlight_a.png,1,2,4,1,3,2,2,right
61,6,transfer_map,node_4,stim/treadmill_a.png,node_2,stim/gravy boat_a.png,2,node_3,stim/pretzel_a.png,3,1,5,2,3,3,2,left
62,6,transfer_map,node_5,stim/hedge shears_a.png,node_3,stim/pretzel_a.png,2,node_6,stim/flashlight_a.png,1,1,3,1,2,2,2,right
