graph,trial_number,cue_MST,label,correct_Ans_MST
graph_1,1,stim/hedge shears_b.png,old,left
graph_2,2,stim/beanie_b.png,new,right
graph_2,3,stim/baseball_a.png,new,right
graph_1,4,stim/television_b.jpg,similar,down
graph_1,5,stim/hedge shears_a.jpg,similar,down
graph_2,6,stim/sunflower_a.png,old,left
graph_1,7,stim/wallet_a.png,new,right
graph_2,8,stim/broom_a.png,old,left
graph_1,9,stim/television_a.png,old,left
graph_1,10,stim/pool table_b.png,old,left
graph_1,11,stim/gravy boat_b.png,new,right
graph_2,12,stim/binder_b.jpg,similar,down
graph_2,13,stim/circular saw blade_a.png,old,left
graph_1,14,stim/allen wrench_b.png,new,right
graph_1,15,stim/guitar amplifier_b.png,old,left
graph_2,16,stim/trampoline_b.png,old,left
graph_2,17,stim/trampoline_a.jpg,similar,down
graph_2,18,stim/pretzel_a.png,new,right
graph_2,19,stim/circular saw blade_b.jpg,similar,down
graph_1,20,stim/leaf blower_a.png,old,left
graph_1,21,stim/tennis ball_a.png,new,right
graph_1,22,stim/rake_b.png,new,right
graph_2,23,stim/binder_a.png,old,left
graph_1,24,stim/pool table_a.jpg,similar,down
graph_1,25,stim/clarinet_b.png,new,right
graph_2,26,stim/broom_b.jpg,similar,down
graph_2,27,stim/disco ball_b.png,new,right
graph_2,28,stim/flashlight_a.png,old,left
graph_1,29,stim/treadmill_a.png,old,left
graph_1,30,stim/leaf blower_b.jpg,similar,down
graph_2,31,stim/paper lantern_b.png,new,right
graph_1,32,stim/guitar amplifier_a.jpg,similar,down
graph_2,33,stim/flashlight_b.jpg,similar,down
graph_2,34,stim/sunflower_b.jpg,similar,down
graph_2,35,stim/cinnamon roll_b.png,new,right
graph_1,36,stim/treadmill_b.jpg,similar,down
