trial_number,block,map,reference_node,object_reference,object_left_node,object_left,distance_left,object_right_node,object_right,distance_right,edge_difference,total_distance,minimum_distance,maximum_distance,degree_left,degree_right,correct_Ans_Dis
1,1,transfer_map,node_6,stim/circular saw blade_a.png,node_1,stim/sunflower_a.png,3,node_2,stim/trampoline_b.png,2,1,5,2,3,2,3,right
2,1,transfer_map,node_6,stim/circular saw blade_a.png,node_1,stim/sunflower_a.png,3,node_5,stim/flashlight_a.png,1,2,4,1,3,2,3,right
3,1,transfer_map,node_4,stim/broom_a.png,node_2,stim/trampoline_b.png,2,node_3,stim/binder_a.png,3,1,5,2,3,3,2,left
4,1,transfer_map,node_2,stim/trampoline_b.png,node_1,stim/sunflower_a.png,1,node_4,stim/broom_a.png,2,1,3,1,2,2,2,left
5,1,transfer_map,node_6,stim/circular saw blade_a.png,node_2,stim/trampoline_b.png,2,node_3,stim/binder_a.png,1,1,3,1,2,3,2,right
6,1,transfer_map,node_5,stim/flashlight_a.png,node_3,stim/binder_a.png,2,node_6,stim/circular saw blade_a.png,1,1,3,1,2,2,2,right
7,1,transfer_map,node_3,stim/binder_a.png,node_1,stim/sunflower_a.png,2,node_2,stim/trampoline_b.png,1,1,3,1,2,2,3,right
8,1,transfer_map,node_3,stim/binder_a.png,node_2,stim/trampoline_b.png,1,node_4,stim/broom_a.png,3,2,4,1,3,3,2,left
9,1,transfer_map,node_2,stim/trampoline_b.png,node_3,stim/binder_a.png,1,node_6,stim/circular saw blade_a.png,2,1,3,1,2,2,2,left
10,1,transfer_map,node_6,stim/circular saw blade_a.png,node_1,stim/sunflower_a.png,3,node_4,stim/broom_a.png,2,1,5,2,3,2,2,right
11,1,transfer_map,node_5,stim/flashlight_a.png,node_1,stim/sunflower_a.png,2,node_4,stim/broom_a.png,1,1,3,1,2,2,2,right
12,2,initial_map,node_6,stim/guitar amplifier_b.png,node_1,stim/hedge shears_b.png,3,node_5,stim/television_a.png,1,2,4,1,3,2,3,right
13,2,initial_map,node_6,stim/guitar amplifier_b.png,node_1,stim/hedge shears_b.png,3,node_3,stim/treadmill_a.png,1,2,4,1,3,2,2,right
14,2,initial_map,node_3,stim/treadmill_a.png,node_1,stim/hedge shears_b.png,2,node_6,stim/guitar amplifier_b.png,1,1,3,1,2,2,2,right
