graph,trial_number,cue_MST,label,correct_Ans_MST
graph_2,1,stim/clarinet_a.png,new,right
graph_1,2,stim/allen wrench_b.jpg,similar,down
graph_1,3,stim/television_b.png,old,left
graph_1,4,stim/guitar amplifier_b.jpg,similar,down
graph_1,5,stim/paper lantern_a.png,new,right
graph_2,6,stim/treadmill_b.jpg,similar,down
graph_1,7,stim/binder_a.png,old,left
graph_2,8,stim/treadmill_a.png,old,left
graph_1,9,stim/cinnamon roll_a.png,old,left
graph_2,10,stim/sunflower_a.jpg,similar,down
graph_2,11,stim/sunflower_b.png,old,left
graph_2,12,stim/broom_b.png,new,right
graph_1,13,stim/guitar amplifier_a.png,old,left
graph_1,14,stim/hedge shears_b.png,old,left
graph_1,15,stim/cinnamon roll_b.jpg,similar,down
graph_2,16,stim/gravy boat_a.jpg,similar,down
graph_2,17,stim/flashlight_a.jpg,similar,down
graph_2,18,stim/baseball_b.png,new,right
graph_2,19,stim/rake_b.png,old,left
graph_2,20,stim/trampoline_a.png,new,right
graph_1,21,stim/binder_b.jpg,similar,down
graph_1,22,stim/hedge shears_a.jpg,similar,down
graph_2,23,stim/beanie_a.png,new,right
graph_1,24,stim/tennis ball_a.png,new,right
graph_1,25,stim/leaf blower_a.png,new,right
graph_1,26,stim/wallet_a.png,new,right
graph_1,27,stim/allen wrench_a.png,old,left
graph_2,28,stim/pretzel_a.jpg,similar,down
graph_2,29,stim/rake_a.jpg,similar,down
graph_2,30,stim/flashlight_b.png,old,left
graph_1,31,stim/pool table_a.png,new,right
graph_2,32,stim/circular saw blade_a.png,new,right
graph_1,33,stim/disco ball_a.png,new,right
graph_2,34,stim/gravy boat_b.png,old,left
graph_2,35,stim/pretzel_b.png,old,left
graph_1,36,stim/television_a.jpg,similar,down
