graph,trial_number,cue_MST,label,correct_Ans_MST
graph_2,1,stim/beanie_a.jpg,similar,down
graph_2,2,stim/trampoline_a.jpg,similar,down
graph_2,3,stim/beanie_b.png,old,left
graph_2,4,stim/trampoline_b.png,old,left
graph_2,5,stim/pool table_a.png,old,left
graph_1,6,stim/pretzel_a.jpg,similar,down
graph_1,7,stim/hedge shears_b.png,new,right
graph_2,8,stim/circular saw blade_a.png,old,left
graph_2,9,stim/cinnamon roll_a.png,new,right
graph_1,10,stim/rake_b.png,new,right
graph_1,11,stim/sunflower_a.jpg,similar,down
graph_1,12,stim/pretzel_b.png,old,left
graph_2,13,stim/broom_b.png,new,right
graph_2,14,stim/baseball_b.png,new,right
graph_1,15,stim/sunflower_b.png,old,left
graph_1,16,stim/treadmill_a.jpg,similar,down
graph_1,17,stim/allen wrench_a.png,old,left
graph_2,18,stim/leaf blower_b.png,new,right
graph_1,19,stim/gravy boat_a.jpg,similar,down
graph_1,20,stim/allen wrench_b.jpg,similar,down
graph_1,21,stim/treadmill_b.png,old,left
graph_1,22,stim/clarinet_b.jpg,similar,down
graph_2,23,stim/paper lantern_b.jpg,similar,down
graph_1,24,stim/gravy boat_b.png,old,left
graph_1,25,stim/clarinet_a.png,old,left
graph_1,26,stim/binder_a.png,new,right
graph_2,27,stim/paper lantern_a.png,old,left
graph_2,28,stim/guitar amplifier_b.png,old,left
graph_2,29,stim/disco ball_b.png,new,right
graph_1,30,stim/wallet_b.png,new,right
graph_2,31,stim/pool table_b.jpg,similar,down
graph_2,32,stim/tennis ball_b.png,new,right
graph_2,33,stim/guitar amplifier_a.jpg,similar,down
graph_2,34,stim/circular saw blade_b.jpg,similar,down
graph_1,35,stim/flashlight_b.png,new,right
graph_1,36,stim/television_b.png,new,right
