trial_number,block,map,reference_node,object_reference,object_left_node,object_left,distance_left,object_right_node,object_right,distance_right,edge_difference,total_distance,minimum_distance,maximum_distance,degree_left,degree_right,correct_Ans_Dis
1,1,transfer_map,node_1,stim/clarinet_b.png,node_2,stim/circular saw blade_a.png,1,node_5,stim/flashlight_b.png,2,1,3,1,2,3,3,left
2,1,transfer_map,node_2,stim/circular saw blade_a.png,node_4,stim/broom_b.png,2,node_5,stim/flashlight_b.png,1,1,3,1,2,2,3,right
3,1,transfer_map,node_4,stim/broom_b.png,node_2,stim/circular saw blade_a.png,2,node_5,stim/flashlight_b.png,1,1,3,1,2,3,3,right
4,1,transfer_map,node_2,stim/circular saw blade_a.png,node_1,stim/clarinet_b.png,1,node_6,stim/trampoline_a.png,2,1,3,1,2,2,2,left
5,1,transfer_map,node_1,stim/clarinet_b.png,node_5,stim/flashlight_b.png,2,node_6,stim/trampoline_a.png,3,1,5,2,3,3,2,left
6,1,transfer_map,node_3,stim/binder_a.png,node_4,stim/broom_b.png,3,node_5,stim/flashlight_b.png,2,1,5,2,3,2,3,right
7,1,transfer_map,node_6,stim/trampoline_a.png,node_1,stim/clarinet_b.png,3,node_4,stim/broom_b.png,2,1,5,2,3,2,2,right
8,1,transfer_map,node_6,stim/trampoline_a.png,node_1,stim/clarinet_b.png,3,node_5,stim/flashlight_b.png,1,2,4,1,3,2,3,right
9,1,transfer_map,node_3,stim/binder_a.png,node_1,stim/clarinet_b.png,2,node_2,stim/circular saw blade_a.png,1,1,3,1,2,2,3,right
10,1,transfer_map,node_5,stim/flashlight_b.png,node_2,stim/circular saw blade_a.png,1,node_3,stim/binder_a.png,2,1,3,1,2,3,2,left
11,1,transfer_map,node_4,stim/broom_b.png,node_5,stim/flashlight_b.png,1,node_6,stim/trampoline_a.png,2,1,3,1,2,3,2,left
12,2,initial_map,node_3,stim/treadmill_b.png,node_2,stim/hedge shears_b.png,1,node_5,stim/guitar amplifier_a.png,2,1,3,1,2,3,3,left
13,2,initial_map,node_6,stim/pretzel_a.png,node_1,stim/pool table_a.png,3,node_4,stim/allen wrench_b.png,2,1,5,2,3,2,2,right
14,2,initial_map,node_4,stim/allen wrench_b.png,node_1,stim/pool table_a.png,1,node_3,stim/treadmill_b.png,3,2,4,1,3,2,2,left
15,2,initial_map,node_3,stim/treadmill_b.png,node_1,stim/pool table_a.png,2,node_2,stim/hedge shears_b.png,1,1,3,1,2,2,3,right
16,2,initial_map,node_5,stim/guitar amplifier_a.png,node_3,stim/treadmill_b.png,2,node_6,stim/pretzel_a.png,1,1,3,1,2,2,2,right
17,2,initial_map,node_6,stim/pretzel_a.png,node_3,stim/treadmill_b.png,1,node_4,stim/allen wrench_b.png,2,1,3,1,2,2,2,left
18,2,initial_map,node_4,stim/allen wrench_b.png,node_3,stim/treadmill_b.png,3,node_6,stim/pretzel_a.png,2,1,5,2,3,2,2,right
19,2,initial_map,node_5,stim/guitar amplifier_a.png,node_1,stim/pool table_a.png,2,node_6,stim/pretzel_a.png,1,1,3,1,2,2,2,right
20,2,initial_map,node_3,stim/treadmill_b.png,node_1,stim/pool table_a.png,2,node_4,stim/allen wrench_b.png,3,1,5,2,3,2,2,left
21,2,initial_map,node_2,stim/hedge shears_b.png,node_5,stim/guitar amplifier_a.png,1,node_6,stim/pretzel_a.png,2,1,3,1,2,3,2,left
22,2,initial_map,node_6,stim/pretzel_a.png,node_1,stim/pool table_a.png,3,node_2,stim/hedge shears_b.png,2,1,5,2,3,2,3,right
23,3,transfer_map,node_6,stim/trampoline_a.png,node_2,stim/circular saw blade_a.png,2,node_3,stim/binder_a.png,1,1,3,1,2,3,2,right
24,3,transfer_map,node_4,stim/broom_b.png,node_1,stim/clarinet_b.png,1,node_3,stim/binder_a.png,3,2,4,1,3,2,2,left
25,3,transfer_map,node_5,stim/flashlight_b.png,node_1,stim/clarinet_b.png,2,node_4,stim/broom_b.png,1,1,3,1,2,2,2,right
26,3,transfer_map,node_1,stim/clarinet_b.png,node_3,stim/binder_a.png,2,node_4,stim/broom_b.png,1,1,3,1,2,2,2,right
27,3,transfer_map,node_3,stim/binder_a.png,node_2,stim/circular saw blade_a.png,1,node_5,stim/flashlight_b.png,2,1,3,1,2,3,3,left
28,3,transfer_map,node_2,stim/circular saw blade_a.png,node_3,stim/binder_a.png,1,node_4,stim/broom_b.png,2,1,3,1,2,2,2,left
29,3,transfer_map,node_3,stim/binder_a.png,node_2,stim/circular saw blade_a.png,1,node_4,stim/broom_b.png,3,2,4,1,3,3,2,left
30,3,transfer_map,node_6,stim/trampoline_a.png,node_4,stim/broom_b.png,2,node_5,stim/flashlight_b.png,1,1,3,1,2,2,3,right
31,3,transfer_map,node_3,stim/binder_a.png,node_1,stim/clarinet_b.png,2,node_6,stim/trampoline_a.png,1,1,3,1,2,2,2,right
32,3,transfer_map,node_2,stim/circular saw blade_a.png,node_1,stim/clarinet_b.png,1,node_4,stim/broom_b.png,2,1,3,1,2,2,2,left
33,3,transfer_map,node_2,stim/circular saw blade_a.png,node_5,stim/flashlight_b.png,1,node_6,stim/trampoline_a.png,2,1,3,1,2,3,2,left
34,4,initial_map,node_6,stim/pretzel_a.png,node_2,stim/hedge shears_b.png,2,node_3,stim/treadmill_b.png,1,1,3,1,2,3,2,right
35,4,initial_map,node_2,stim/hedge shears_b.png,node_1,stim/pool table_a.png,1,node_4,stim/allen wrench_b.png,2,1,3,1,2,2,2,left
36,4,initial_map,node_6,stim/pretzel_a.png,node_2,stim/hedge shears_b.png,2,node_5,stim/guitar amplifier_a.png,1,1,3,1,2,3,3,right
37,4,initial_map,node_1,stim/pool table_a.png,node_4,stim/allen wrench_b.png,1,node_5,stim/guitar amplifier_a.png,2,1,3,1,2,2,3,left
38,4,initial_map,node_6,stim/pretzel_a.png,node_1,stim/pool table_a.png,3,node_3,stim/treadmill_b.png,1,2,4,1,3,2,2,right
39,4,initial_map,node_1,stim/pool table_a.png,node_4,stim/allen wrench_b.png,1,node_6,stim/pretzel_a.png,3,2,4,1,3,2,2,left
40,4,initial_map,node_4,stim/allen wrench_b.png,node_2,stim/hedge shears_b.png,2,node_5,stim/guitar amplifier_a.png,1,1,3,1,2,3,3,right
41,4,initial_map,node_4,stim/allen wrench_b.png,node_1,stim/pool table_a.png,1,node_2,stim/hedge shears_b.png,2,1,3,1,2,2,3,left
42,4,initial_map,node_1,stim/pool table_a.png,node_3,stim/treadmill_b.png,2,node_4,stim/allen wrench_b.png,1,1,3,1,2,2,2,right
43,4,initial_map,node_1,stim/pool table_a.png,node_3,stim/treadmill_b.png,2,node_6,stim/pretzel_a.png,3,1,5,2,3,2,2,left
44,4,initial_map,node_5,stim/guitar amplifier_a.png,node_1,stim/pool table_a.png,2,node_4,stim/allen wrench_b.png,1,1,3,1,2,2,2,right
45,5,transfer_map,node_1,stim/clarinet_b.png,node_4,stim/broom_b.png,1,node_5,stim/flashlight_b.png,2,1,3,1,2,2,3,left
46,5,transfer_map,node_6,stim/trampoline_a.png,node_1,stim/clarinet_b.png,3,node_3,stim/binder_a.png,1,2,4,1,3,2,2,right
47,5,transfer_map,node_4,stim/broom_b.png,node_1,stim/clarinet_b.png,1,node_2,stim/circular saw blade_a.png,2,1,3,1,2,2,3,left
48,5,transfer_map,node_6,stim/trampoline_a.png,node_3,stim/binder_a.png,1,node_4,stim/broom_b.png,2,1,3,1,2,2,2,left
49,5,transfer_map,node_1,stim/clarinet_b.png,node_3,stim/binder_a.png,2,node_6,stim/trampoline_a.png,3,1,5,2,3,2,2,left
50,5,transfer_map,node_6,stim/trampoline_a.png,node_1,stim/clarinet_b.png,3,node_2,stim/circular saw blade_a.png,2,1,5,2,3,2,3,right
