trial_number,block,map,reference_node,object_reference,object_left_node,object_left,distance_left,object_right_node,object_right,distance_right,edge_difference,total_distance,minimum_distance,maximum_distance,degree_left,degree_right,correct_Ans_Dis
1,1,initial_map,node_4,stim/broom_b.png,node_3,stim/treadmill_b.png,3,node_6,stim/guitar amplifier_b.png,2,1,5,2,3,2,2,right
2,1,initial_map,node_5,stim/pretzel_b.png,node_3,stim/treadmill_b.png,2,node_6,stim/guitar amplifier_b.png,1,1,3,1,2,2,2,right
3,1,initial_map,node_3,stim/treadmill_b.png,node_1,stim/television_b.png,2,node_4,stim/broom_b.png,3,1,5,2,3,2,2,left
4,1,initial_map,node_1,stim/television_b.png,node_3,stim/treadmill_b.png,2,node_6,stim/guitar amplifier_b.png,3,1,5,2,3,2,2,left
5,1,initial_map,node_4,stim/broom_b.png,node_2,stim/tennis ball_b.png,2,node_5,stim/pretzel_b.png,1,1,3,1,2,3,3,right
6,1,initial_map,node_5,stim/pretzel_b.png,node_1,stim/television_b.png,2,node_6,stim/guitar amplifier_b.png,1,1,3,1,2,2,2,right
7,1,initial_map,node_5,stim/pretzel_b.png,node_1,stim/television_b.png,2,node_4,stim/broom_b.png,1,1,3,1,2,2,2,right
8,1,initial_map,node_6,stim/guitar amplifier_b.png,node_1,stim/television_b.png,3,node_2,stim/tennis ball_b.png,2,1,5,2,3,2,3,right
9,1,initial_map,node_4,stim/broom_b.png,node_2,stim/tennis ball_b.png,2,node_3,stim/treadmill_b.png,3,1,5,2,3,3,2,left
10,1,initial_map,node_4,stim/broom_b.png,node_3,stim/treadmill_b.png,3,node_5,stim/pretzel_b.png,1,2,4,1,3,2,3,right
11,1,initial_map,node_6,stim/guitar amplifier_b.png,node_1,stim/television_b.png,3,node_4,stim/broom_b.png,2,1,5,2,3,2,2,right
12,2,transfer_map,node_2,stim/gravy boat_a.png,node_1,stim/pool table_a.png,1,node_4,stim/paper lantern_b.png,2,1,3,1,2,2,2,left
13,2,transfer_map,node_5,stim/allen wrench_a.png,node_3,stim/disco ball_a.png,2,node_4,stim/paper lantern_b.png,1,1,3,1,2,2,2,right
14,2,transfer_map,node_4,stim/paper lantern_b.png,node_5,stim/allen wrench_a.png,1,node_6,stim/binder_b.png,2,1,3,1,2,3,2,left
15,2,transfer_map,node_5,stim/allen wrench_a.png,node_1,stim/pool table_a.png,2,node_4,stim/paper lantern_b.png,1,1,3,1,2,2,2,right
16,2,transfer_map,node_5,stim/allen wrench_a.png,node_3,stim/disco ball_a.png,2,node_6,stim/binder_b.png,1,1,3,1,2,2,2,right
17,2,transfer_map,node_1,stim/pool table_a.png,node_2,stim/gravy boat_a.png,1,node_3,stim/disco ball_a.png,2,1,3,1,2,3,2,left
