graph,trial_number,cue_MST,label,correct_Ans_MST
graph_2,1,stim/television_a.png,new,right
graph_2,2,stim/beanie_b.png,new,right
graph_1,3,stim/rake_a.png,new,right
graph_1,4,stim/trampoline_a.png,old,left
graph_2,5,stim/broom_b.jpg,similar,down
graph_2,6,stim/tennis ball_a.png,old,left
graph_2,7,stim/sunflower_b.png,new,right
graph_2,8,stim/baseball_a.png,new,right
graph_1,9,stim/pool table_a.jpg,similar,down
graph_2,10,stim/cinnamon roll_a.png,new,right
graph_1,11,stim/allen wrench_b.png,new,right
graph_2,12,stim/gravy boat_b.png,new,right
graph_1,13,stim/leaf blower_a.jpg,similar,down
graph_1,14,stim/circular saw blade_a.png,new,right
graph_2,15,stim/broom_a.png,old,left
graph_1,16,stim/pool table_b.png,old,left
graph_2,17,stim/binder_b.png,old,left
graph_2,18,stim/tennis ball_b.jpg,similar,down
graph_1,19,stim/guitar amplifier_b.png,old,left
graph_1,20,stim/pretzel_b.jpg,similar,down
graph_2,21,stim/treadmill_b.jpg,similar,down
graph_2,22,stim/treadmill_a.png,old,left
graph_2,23,stim/flashlight_b.jpg,similar,down
graph_2,24,stim/clarinet_b.jpg,similar,down
graph_1,25,stim/hedge shears_a.jpg,similar,down
graph_1,26,stim/wallet_b.png,new,right
graph_1,27,stim/disco ball_b.png,new,right
graph_1,28,stim/hedge shears_b.png,old,left
graph_1,29,stim/trampoline_b.jpg,similar,down
graph_2,30,stim/binder_a.jpg,similar,down
graph_2,31,stim/clarinet_a.png,old,left
graph_1,32,stim/guitar amplifier_a.jpg,similar,down
graph_1,33,stim/leaf blower_b.png,old,left
graph_2,34,stim/flashlight_a.png,old,left
graph_1,35,stim/paper lantern_b.png,new,right
graph_1,36,stim/pretzel_a.png,old,left
