graph,trial_number,cue_MST,label,correct_Ans_MST
graph_1,1,stim/hedge shears_b.png,old,left
graph_1,2,stim/clarinet_a.png,new,right
graph_2,3,stim/broom_a.png,new,right
graph_2,4,stim/binder_b.png,old,left
graph_1,5,stim/beanie_b.png,new,right
graph_2,6,stim/trampoline_a.jpg,similar,down
graph_2,7,stim/baseball_a.jpg,similar,down
graph_2,8,stim/trampoline_b.png,old,left
graph_1,9,stim/rake_a.png,new,right
graph_1,10,stim/treadmill_a.png,old,left
graph_1,11,stim/pretzel_a.jpg,similar,down
graph_1,12,stim/guitar amplifier_b.png,new,right
graph_2,13,stim/leaf blower_b.png,old,left
graph_1,14,stim/pool table_a.png,old,left
graph_2,15,stim/baseball_b.png,old,left
graph_1,16,stim/sunflower_a.png,new,right
graph_1,17,stim/pretzel_b.png,old,left
graph_2,18,stim/disco ball_b.png,new,right
graph_1,19,stim/television_a.png,old,left
graph_2,20,stim/leaf blower_a.jpg,similar,down
graph_1,21,stim/tennis ball_a.png,new,right
graph_2,22,stim/circular saw blade_a.png,new,right
graph_2,23,stim/wallet_a.png,new,right
graph_1,24,stim/paper lantern_b.png,old,left
graph_1,25,stim/television_b.jpg,similar,down
graph_2,26,stim/flashlight_b.png,new,right
graph_1,27,stim/treadmill_b.jpg,similar,down
graph_2,28,stim/allen wrench_a.jpg,similar,down
graph_2,29,stim/allen wrench_b.png,old,left
graph_1,30,stim/pool table_b.jpg,similar,down
graph_2,31,stim/gravy boat_b.jpg,similar,down
graph_1,32,stim/paper lantern_a.jpg,similar,down
graph_1,33,stim/hedge shears_a.jpg,similar,down
graph_2,34,stim/cinnamon roll_a.png,new,right
graph_2,35,stim/binder_a.jpg,similar,down
graph_2,36,stim/gravy boat_a.png,old,left
