graph,trial_number,cue_MST,label,correct_Ans_MST
graph_1,1,stim/guitar amplifier_b.jpg,similar,down
graph_1,2,stim/sunflower_a.png,old,left
graph_1,3,stim/broom_a.png,old,left
graph_2,4,stim/binder_a.jpg,similar,down
graph_2,5,stim/hedge shears_b.png,old,left
graph_2,6,stim/beanie_b.jpg,similar,down
graph_1,7,stim/flashlight_a.png,new,right
graph_2,8,stim/wallet_b.png,new,right
graph_1,9,stim/sunflower_b.jpg,similar,down
graph_2,10,stim/beanie_a.png,old,left
graph_2,11,stim/hedge shears_a.jpg,similar,down
graph_2,12,stim/binder_b.png,old,left
graph_1,13,stim/circular saw blade_a.png,old,left
graph_1,14,stim/circular saw blade_b.jpg,similar,down
graph_2,15,stim/trampoline_b.png,new,right
graph_2,16,stim/pool table_a.jpg,similar,down
graph_1,17,stim/disco ball_b.jpg,similar,down
graph_1,18,stim/leaf blower_a.png,new,right
graph_1,19,stim/gravy boat_b.png,new,right
graph_1,20,stim/treadmill_a.jpg,similar,down
graph_2,21,stim/television_a.png,new,right
graph_2,22,stim/pool table_b.png,old,left
graph_1,23,stim/disco ball_a.png,old,left
graph_1,24,stim/baseball_a.png,new,right
graph_2,25,stim/clarinet_a.png,old,left
graph_2,26,stim/clarinet_b.jpg,similar,down
graph_1,27,stim/guitar amplifier_a.png,old,left
graph_1,28,stim/broom_b.jpg,similar,down
graph_1,29,stim/tennis ball_a.png,new,right
graph_2,30,stim/cinnamon roll_a.png,new,right
graph_2,31,stim/pretzel_a.png,new,right
graph_2,32,stim/allen wrench_a.jpg,similar,down
graph_2,33,stim/allen wrench_b.png,old,left
graph_1,34,stim/rake_b.png,new,right
graph_2,35,stim/paper lantern_a.png,new,right
graph_1,36,stim/treadmill_b.png,old,left
