trial_number,block,map,reference_node,object_reference,object_left_node,object_left,distance_left,object_right_node,object_right,distance_right,edge_difference,total_distance,minimum_distance,maximum_distance,degree_left,degree_right,correct_Ans_Dis
1,1,transfer_map,node_4,stim/flashlight_a.png,node_1,stim/pretzel_a.png,1,node_6,stim/clarinet_b.png,2,1,3,1,2,2,2,left
2,1,transfer_map,node_2,stim/broom_b.png,node_5,stim/sunflower_a.png,1,node_6,stim/clarinet_b.png,2,1,3,1,2,3,2,left
3,1,transfer_map,node_2,stim/broom_b.png,node_1,stim/pretzel_a.png,1,node_4,stim/flashlight_a.png,2,1,3,1,2,2,2,left
4,1,transfer_map,node_6,stim/clarinet_b.png,node_1,stim/pretzel_a.png,3,node_5,stim/sunflower_a.png,1,2,4,1,3,2,3,right
5,1,transfer_map,node_3,stim/pool table_a.png,node_1,stim/pretzel_a.png,2,node_6,stim/clarinet_b.png,1,1,3,1,2,2,2,right
6,1,transfer_map,node_6,stim/clarinet_b.png,node_2,stim/broom_b.png,2,node_5,stim/sunflower_a.png,1,1,3,1,2,3,3,right
7,1,transfer_map,node_5,stim/sunflower_a.png,node_1,stim/pretzel_a.png,2,node_2,stim/broom_b.png,1,1,3,1,2,2,3,right
8,1,transfer_map,node_4,stim/flashlight_a.png,node_1,stim/pretzel_a.png,1,node_2,stim/broom_b.png,2,1,3,1,2,2,3,left
9,1,transfer_map,node_3,stim/pool table_a.png,node_4,stim/flashlight_a.png,3,node_6,stim/clarinet_b.png,1,2,4,1,3,2,2,right
10,1,transfer_map,node_4,stim/flashlight_a.png,node_3,stim/pool table_a.png,3,node_5,stim/sunflower_a.png,1,2,4,1,3,2,3,right
11,1,transfer_map,node_3,stim/pool table_a.png,node_2,stim/broom_b.png,1,node_4,stim/flashlight_a.png,3,2,4,1,3,3,2,left
12,2,initial_map,node_2,stim/television_b.png,node_4,stim/guitar amplifier_b.png,2,node_5,stim/hedge shears_a.png,1,1,3,1,2,2,3,right
13,2,initial_map,node_6,stim/gravy boat_a.png,node_2,stim/television_b.png,2,node_3,stim/trampoline_b.png,1,1,3,1,2,3,2,right
14,2,initial_map,node_6,stim/gravy boat_a.png,node_2,stim/television_b.png,2,node_5,stim/hedge shears_a.png,1,1,3,1,2,3,3,right
15,2,initial_map,node_6,stim/gravy boat_a.png,node_1,stim/binder_a.png,3,node_4,stim/guitar amplifier_b.png,2,1,5,2,3,2,2,right
16,2,initial_map,node_1,stim/binder_a.png,node_4,stim/guitar amplifier_b.png,1,node_5,stim/hedge shears_a.png,2,1,3,1,2,2,3,left
17,2,initial_map,node_5,stim/hedge shears_a.png,node_3,stim/trampoline_b.png,2,node_6,stim/gravy boat_a.png,1,1,3,1,2,2,2,right
18,2,initial_map,node_4,stim/guitar amplifier_b.png,node_3,stim/trampoline_b.png,3,node_5,stim/hedge shears_a.png,1,2,4,1,3,2,3,right
19,2,initial_map,node_1,stim/binder_a.png,node_2,stim/television_b.png,1,node_5,stim/hedge shears_a.png,2,1,3,1,2,3,3,left
20,2,initial_map,node_4,stim/guitar amplifier_b.png,node_2,stim/television_b.png,2,node_5,stim/hedge shears_a.png,1,1,3,1,2,3,3,right
21,2,initial_map,node_4,stim/guitar amplifier_b.png,node_5,stim/hedge shears_a.png,1,node_6,stim/gravy boat_a.png,2,1,3,1,2,3,2,left
22,2,initial_map,node_3,stim/trampoline_b.png,node_2,stim/television_b.png,1,node_5,stim/hedge shears_a.png,2,1,3,1,2,3,3,left
23,3,transfer_map,node_1,stim/pretzel_a.png,node_4,stim/flashlight_a.png,1,node_6,stim/clarinet_b.png,3,2,4,1,3,2,2,left
24,3,transfer_map,node_5,stim/sunflower_a.png,node_2,stim/broom_b.png,1,node_3,stim/pool table_a.png,2,1,3,1,2,3,2,left
25,3,transfer_map,node_4,stim/flashlight_a.png,node_1,stim/pretzel_a.png,1,node_3,stim/pool table_a.png,3,2,4,1,3,2,2,left
26,3,transfer_map,node_6,stim/clarinet_b.png,node_3,stim/pool table_a.png,1,node_4,stim/flashlight_a.png,2,1,3,1,2,2,2,left
27,3,transfer_map,node_5,stim/sunflower_a.png,node_1,stim/pretzel_a.png,2,node_4,stim/flashlight_a.png,1,1,3,1,2,2,2,right
28,3,transfer_map,node_1,stim/pretzel_a.png,node_3,stim/pool table_a.png,2,node_6,stim/clarinet_b.png,3,1,5,2,3,2,2,left
29,3,transfer_map,node_3,stim/pool table_a.png,node_4,stim/flashlight_a.png,3,node_5,stim/sunflower_a.png,2,1,5,2,3,2,3,right
30,3,transfer_map,node_2,stim/broom_b.png,node_3,stim/pool table_a.png,1,node_4,stim/flashlight_a.png,2,1,3,1,2,2,2,left
31,3,transfer_map,node_3,stim/pool table_a.png,node_5,stim/sunflower_a.png,2,node_6,stim/clarinet_b.png,1,1,3,1,2,3,2,right
32,3,transfer_map,node_1,stim/pretzel_a.png,node_4,stim/flashlight_a.png,1,node_5,stim/sunflower_a.png,2,1,3,1,2,2,3,left
33,3,transfer_map,node_3,stim/pool table_a.png,node_1,stim/pretzel_a.png,2,node_2,stim/broom_b.png,1,1,3,1,2,2,3,right
34,4,initial_map,node_2,stim/television_b.png,node_1,stim/binder_a.png,1,node_6,stim/gravy boat_a.png,2,1,3,1,2,2,2,left
35,4,initial_map,node_6,stim/gravy boat_a.png,node_1,stim/binder_a.png,3,node_2,stim/television_b.png,2,1,5,2,3,2,3,right
