graph,trial_number,cue_MST,label,correct_Ans_MST
graph_1,1,stim/disco ball_a.png,new,right
graph_1,2,stim/beanie_b.png,new,right
graph_1,3,stim/baseball_a.png,new,right
graph_2,4,stim/gravy boat_a.png,old,left
graph_2,5,stim/television_b.png,old,left
graph_2,6,stim/guitar amplifier_b.jpg,similar,down
graph_1,7,stim/trampoline_b.png,old,left
graph_2,8,stim/cinnamon roll_b.png,new,right
graph_1,9,stim/trampoline_a.jpg,similar,down
graph_2,10,stim/wallet_a.png,new,right
graph_1,11,stim/leaf blower_b.png,new,right
graph_2,12,stim/tennis ball_b.jpg,similar,down
graph_2,13,stim/hedge shears_b.png,old,left
graph_1,14,stim/pretzel_a.png,old,left
graph_2,15,stim/paper lantern_b.png,new,right
graph_1,16,stim/treadmill_b.png,new,right
graph_2,17,stim/binder_b.png,old,left
graph_1,18,stim/pool table_a.jpg,similar,down
graph_1,19,stim/circular saw blade_b.png,old,left
graph_2,20,stim/clarinet_b.png,new,right
graph_2,21,stim/gravy boat_b.jpg,similar,down
graph_1,22,stim/sunflower_b.png,new,right
graph_1,23,stim/broom_b.png,old,left
graph_1,24,stim/flashlight_a.jpg,similar,down
graph_1,25,stim/flashlight_b.png,old,left
graph_1,26,stim/circular saw blade_a.jpg,similar,down
graph_1,27,stim/pool table_b.png,old,left
graph_2,28,stim/binder_a.jpg,similar,down
graph_2,29,stim/hedge shears_a.jpg,similar,down
graph_2,30,stim/allen wrench_b.png,new,right
graph_2,31,stim/tennis ball_a.png,old,left
graph_1,32,stim/pretzel_b.jpg,similar,down
graph_2,33,stim/television_a.jpg,similar,down
graph_2,34,stim/rake_b.png,new,right
graph_2,35,stim/guitar amplifier_a.png,old,left
graph_1,36,stim/broom_a.jpg,similar,down
