graph,trial_number,cue_MST,label,correct_Ans_MST
graph_2,1,stim/clarinet_a.png,new,right
graph_1,2,stim/allen wrench_a.png,old,left
graph_1,3,stim/pretzel_b.png,old,left
graph_1,4,stim/tennis ball_b.png,old,left
graph_1,5,stim/wallet_a.png,new,right
graph_2,6,stim/broom_a.png,old,left
graph_2,7,stim/binder_a.jpg,similar,down
graph_1,8,stim/television_a.jpg,similar,down
graph_1,9,stim/leaf blower_b.png,old,left
graph_2,10,stim/sunflower_a.png,old,left
graph_2,11,stim/rake_a.png,new,right
graph_1,12,stim/leaf blower_a.jpg,similar,down
graph_2,13,stim/trampoline_a.png,old,left
graph_1,14,stim/allen wrench_b.jpg,similar,down
graph_2,15,stim/pool table_a.jpg,similar,down
graph_1,16,stim/pretzel_a.jpg,similar,down
graph_1,17,stim/guitar amplifier_b.png,new,right
graph_2,18,stim/flashlight_a.png,new,right
graph_2,19,stim/binder_b.png,old,left
graph_2,20,stim/baseball_b.png,new,right
graph_1,21,stim/paper lantern_b.png,new,right
graph_1,22,stim/gravy boat_a.jpg,similar,down
graph_2,23,stim/treadmill_a.png,new,right
graph_1,24,stim/cinnamon roll_b.png,new,right
graph_2,25,stim/sunflower_b.jpg,similar,down
graph_1,26,stim/disco ball_a.png,new,right
graph_2,27,stim/circular saw blade_a.png,old,left
graph_2,28,stim/broom_b.jpg,similar,down
graph_2,29,stim/pool table_b.png,old,left
graph_2,30,stim/trampoline_b.jpg,similar,down
graph_1,31,stim/television_b.png,old,left
graph_1,32,stim/hedge shears_a.png,new,right
graph_1,33,stim/gravy boat_b.png,old,left
graph_2,34,stim/circular saw blade_b.jpg,similar,down
graph_1,35,stim/tennis ball_a.jpg,similar,down
graph_2,36,stim/beanie_b.png,new,right
