graph,trial_number,cue_MST,label,correct_Ans_MST
graph_1,1,stim/binder_b.png,old,left
graph_2,2,stim/hedge shears_a.png,old,left
graph_1,3,stim/pool table_a.png,old,left
graph_2,4,stim/allen wrench_b.png,old,left
graph_1,5,stim/binder_a.jpg,similar,down
graph_2,6,stim/wallet_b.png,new,right
graph_1,7,stim/disco ball_b.jpg,similar,down
graph_1,8,stim/circular saw blade_a.jpg,similar,down
graph_1,9,stim/leaf blower_b.png,new,right
graph_1,10,stim/sunflower_a.jpg,similar,down
graph_2,11,stim/guitar amplifier_b.png,old,left
graph_2,12,stim/paper lantern_a.jpg,similar,down
graph_2,13,stim/pretzel_b.jpg,similar,down
graph_2,14,stim/beanie_a.png,new,right
graph_1,15,stim/gravy boat_a.jpg,similar,down
graph_1,16,stim/television_a.png,new,right
graph_2,17,stim/paper lantern_b.png,old,left
graph_2,18,stim/baseball_a.png,new,right
graph_1,19,stim/clarinet_a.png,new,right
graph_2,20,stim/tennis ball_b.png,new,right
graph_2,21,stim/treadmill_a.png,new,right
graph_2,22,stim/allen wrench_a.jpg,similar,down
graph_1,23,stim/disco ball_a.png,old,left
graph_2,24,stim/trampoline_a.jpg,similar,down
graph_2,25,stim/hedge shears_b.jpg,similar,down
graph_2,26,stim/pretzel_a.png,old,left
graph_2,27,stim/trampoline_b.png,old,left
graph_1,28,stim/gravy boat_b.png,old,left
graph_1,29,stim/pool table_b.jpg,similar,down
graph_2,30,stim/guitar amplifier_a.jpg,similar,down
graph_1,31,stim/flashlight_a.png,new,right
graph_1,32,stim/cinnamon roll_a.png,new,right
graph_1,33,stim/circular saw blade_b.png,old,left
graph_1,34,stim/sunflower_b.png,old,left
graph_2,35,stim/broom_b.png,new,right
graph_1,36,stim/rake_a.png,new,right
