trial_number,block,map,reference_node,object_reference,object_left_node,object_left,distance_left,object_right_node,object_right,distance_right,edge_difference,total_distance,minimum_distance,maximum_distance,degree_left,degree_right,correct_Ans_Dis
1,1,transfer_map,node_3,stim/allen wrench_b.png,node_2,stim/leaf blower_a.png,1,node_4,stim/trampoline_a.png,3,2,4,1,3,3,2,left
2,1,transfer_map,node_5,stim/hedge shears_a.png,node_1,stim/clarinet_b.png,2,node_2,stim/leaf blower_a.png,1,1,3,1,2,2,3,right
3,1,transfer_map,node_6,stim/beanie_a.png,node_2,stim/leaf blower_a.png,2,node_3,stim/allen wrench_b.png,1,1,3,1,2,3,2,right
4,1,transfer_map,node_1,stim/clarinet_b.png,node_5,stim/hedge shears_a.png,2,node_6,stim/beanie_a.png,3,1,5,2,3,3,2,left
5,1,transfer_map,node_4,stim/trampoline_a.png,node_3,stim/allen wrench_b.png,3,node_5,stim/hedge shears_a.png,1,2,4,1,3,2,3,right
6,1,transfer_map,node_1,stim/clarinet_b.png,node_2,stim/leaf blower_a.png,1,node_3,stim/allen wrench_b.png,2,1,3,1,2,3,2,left
7,1,transfer_map,node_6,stim/beanie_a.png,node_1,stim/clarinet_b.png,3,node_5,stim/hedge shears_a.png,1,2,4,1,3,2,3,right
8,1,transfer_map,node_1,stim/clarinet_b.png,node_2,stim/leaf blower_a.png,1,node_6,stim/beanie_a.png,3,2,4,1,3,3,2,left
9,1,transfer_map,node_3,stim/allen wrench_b.png,node_1,stim/clarinet_b.png,2,node_2,stim/leaf blower_a.png,1,1,3,1,2,2,3,right
10,1,transfer_map,node_2,stim/leaf blower_a.png,node_1,stim/clarinet_b.png,1,node_4,stim/trampoline_a.png,2,1,3,1,2,2,2,left
11,1,transfer_map,node_3,stim/allen wrench_b.png,node_4,stim/trampoline_a.png,3,node_6,stim/beanie_a.png,1,2,4,1,3,2,2,right
12,2,initial_map,node_2,stim/guitar amplifier_b.png,node_3,stim/circular saw blade_a.png,1,node_6,stim/television_a.png,2,1,3,1,2,2,2,left
13,2,initial_map,node_5,stim/paper lantern_b.png,node_1,stim/treadmill_a.png,2,node_2,stim/guitar amplifier_b.png,1,1,3,1,2,2,3,right
14,2,initial_map,node_2,stim/guitar amplifier_b.png,node_5,stim/paper lantern_b.png,1,node_6,stim/television_a.png,2,1,3,1,2,3,2,left
15,2,initial_map,node_3,stim/circular saw blade_a.png,node_1,stim/treadmill_a.png,2,node_6,stim/television_a.png,1,1,3,1,2,2,2,right
16,2,initial_map,node_6,stim/television_a.png,node_3,stim/circular saw blade_a.png,1,node_4,stim/gravy boat_b.png,2,1,3,1,2,2,2,left
17,2,initial_map,node_2,stim/guitar amplifier_b.png,node_4,stim/gravy boat_b.png,2,node_5,stim/paper lantern_b.png,1,1,3,1,2,2,3,right
18,2,initial_map,node_4,stim/gravy boat_b.png,node_1,stim/treadmill_a.png,1,node_6,stim/television_a.png,2,1,3,1,2,2,2,left
19,2,initial_map,node_6,stim/television_a.png,node_1,stim/treadmill_a.png,3,node_2,stim/guitar amplifier_b.png,2,1,5,2,3,2,3,right
20,2,initial_map,node_1,stim/treadmill_a.png,node_2,stim/guitar amplifier_b.png,1,node_6,stim/television_a.png,3,2,4,1,3,3,2,left
21,2,initial_map,node_1,stim/treadmill_a.png,node_3,stim/circular saw blade_a.png,2,node_4,stim/gravy boat_b.png,1,1,3,1,2,2,2,right
22,2,initial_map,node_1,stim/treadmill_a.png,node_2,stim/guitar amplifier_b.png,1,node_5,stim/paper lantern_b.png,2,1,3,1,2,3,3,left
23,3,transfer_map,node_6,stim/beanie_a.png,node_1,stim/clarinet_b.png,3,node_3,stim/allen wrench_b.png,1,2,4,1,3,2,2,right
24,3,transfer_map,node_2,stim/leaf blower_a.png,node_3,stim/allen wrench_b.png,1,node_6,stim/beanie_a.png,2,1,3,1,2,2,2,left
25,3,transfer_map,node_3,stim/allen wrench_b.png,node_4,stim/trampoline_a.png,3,node_5,stim/hedge shears_a.png,2,1,5,2,3,2,3,right
26,3,transfer_map,node_4,stim/trampoline_a.png,node_1,stim/clarinet_b.png,1,node_6,stim/beanie_a.png,2,1,3,1,2,2,2,left
27,3,transfer_map,node_1,stim/clarinet_b.png,node_3,stim/allen wrench_b.png,2,node_4,stim/trampoline_a.png,1,1,3,1,2,2,2,right
28,3,transfer_map,node_4,stim/trampoline_a.png,node_3,stim/allen wrench_b.png,3,node_6,stim/beanie_a.png,2,1,5,2,3,2,2,right
29,3,transfer_map,node_6,stim/beanie_a.png,node_4,stim/trampoline_a.png,2,node_5,stim/hedge shears_a.png,1,1,3,1,2,2,3,right
30,3,transfer_map,node_2,stim/leaf blower_a.png,node_3,stim/allen wrench_b.png,1,node_4,stim/trampoline_a.png,2,1,3,1,2,2,2,left
31,3,transfer_map,node_1,stim/clarinet_b.png,node_4,stim/trampoline_a.png,1,node_5,stim/hedge shears_a.png,2,1,3,1,2,2,3,left
32,3,transfer_map,node_3,stim/allen wrench_b.png,node_1,stim/clarinet_b.png,2,node_4,stim/trampoline_a.png,3,1,5,2,3,2,2,left
33,3,transfer_map,node_1,stim/clarinet_b.png,node_2,stim/leaf blower_a.png,1,node_5,stim/hedge shears_a.png,2,1,3,1,2,3,3,left
