graph,trial_number,cue_MST,label,correct_Ans_MST
graph_1,1,stim/leaf blower_a.jpg,similar,down
graph_1,2,stim/flashlight_b.jpg,similar,down
graph_1,3,stim/baseball_b.png,new,right
graph_2,4,stim/clarinet_b.png,old,left
graph_2,5,stim/clarinet_a.jpg,similar,down
graph_1,6,stim/circular saw blade_b.png,new,right
graph_1,7,stim/tennis ball_a.jpg,similar,down
graph_2,8,stim/hedge shears_a.png,new,right
graph_2,9,stim/wallet_b.png,new,right
graph_2,10,stim/paper lantern_b.png,old,left
graph_2,11,stim/pool table_b.png,old,left
graph_1,12,stim/flashlight_a.png,old,left
graph_1,13,stim/treadmill_b.png,new,right
graph_2,14,stim/trampoline_a.jpg,similar,down
graph_2,15,stim/allen wrench_a.png,old,left
graph_1,16,stim/gravy boat_a.png,old,left
graph_2,17,stim/allen wrench_b.jpg,similar,down
graph_1,18,stim/leaf blower_b.png,old,left
graph_2,19,stim/pretzel_b.png,new,right
graph_1,20,stim/gravy boat_b.jpg,similar,down
graph_2,21,stim/pool table_a.jpg,similar,down
graph_2,22,stim/beanie_a.png,old,left
graph_1,23,stim/tennis ball_b.png,old,left
graph_1,24,stim/cinnamon roll_a.png,new,right
graph_2,25,stim/beanie_b.jpg,similar,down
graph_2,26,stim/paper lantern_a.jpg,similar,down
graph_2,27,stim/sunflower_a.png,new,right
graph_1,28,stim/guitar amplifier_a.jpg,similar,down
graph_2,29,stim/trampoline_b.png,old,left
graph_1,30,stim/rake_b.png,new,right
graph_2,31,stim/disco ball_a.png,new,right
graph_1,32,stim/binder_b.jpg,similar,down
graph_1,33,stim/binder_a.png,old,left
graph_1,34,stim/guitar amplifier_b.png,old,left
graph_1,35,stim/broom_a.png,new,right
graph_2,36,stim/television_b.png,new,right
