graph,trial_number,cue_MST,label,correct_Ans_MST
graph_1,1,stim/guitar amplifier_b.png,old,left
graph_1,2,stim/gravy boat_a.jpg,similar,down
graph_1,3,stim/binder_b.png,old,left
graph_1,4,stim/tennis ball_a.png,old,left
graph_1,5,stim/guitar amplifier_a.jpg,similar,down
graph_2,6,stim/television_a.png,new,right
graph_1,7,stim/circular saw blade_a.png,old,left
graph_1,8,stim/wallet_b.png,new,right
graph_2,9,stim/pool table_b.jpg,similar,down
graph_2,10,stim/trampoline_b.png,old,left
graph_1,11,stim/tennis ball_b.jpg,similar,down
graph_1,12,stim/binder_a.jpg,similar,down
graph_2,13,stim/pool table_a.png,old,left
graph_1,14,stim/gravy boat_b.png,old,left
graph_2,15,stim/rake_a.png,new,right
graph_1,16,stim/pretzel_b.png,new,right
graph_2,17,stim/disco ball_a.png,new,right
graph_1,18,stim/allen wrench_b.png,new,right
graph_1,19,stim/treadmill_b.png,old,left
graph_2,20,stim/trampoline_a.jpg,similar,down
graph_2,21,stim/clarinet_a.jpg,similar,down
graph_1,22,stim/circular saw blade_b.jpg,similar,down
graph_2,23,stim/beanie_a.png,old,left
graph_2,24,stim/leaf blower_a.png,new,right
graph_2,25,stim/beanie_b.jpg,similar,down
graph_1,26,stim/treadmill_a.jpg,similar,down
graph_1,27,stim/sunflower_b.png,new,right
graph_2,28,stim/flashlight_a.png,old,left
graph_2,29,stim/hedge shears_a.png,old,left
graph_1,30,stim/cinnamon roll_a.png,new,right
graph_2,31,stim/broom_b.png,new,right
graph_2,32,stim/clarinet_b.png,old,left
graph_2,33,stim/paper lantern_b.png,new,right
graph_2,34,stim/flashlight_b.jpg,similar,down
graph_1,35,stim/baseball_b.png,new,right
graph_2,36,stim/hedge shears_b.jpg,similar,down
