graph,trial_number,cue_MST,label,correct_Ans_MST
graph_1,1,stim/binder_a.jpg,similar,down
graph_1,2,stim/television_b.jpg,similar,down
graph_2,3,stim/broom_a.png,new,right
graph_2,4,stim/wallet_a.png,new,right
graph_1,5,stim/disco ball_a.png,new,right
graph_2,6,stim/cinnamon roll_a.png,old,left
graph_1,7,stim/treadmill_b.jpg,similar,down
graph_2,8,stim/gravy boat_b.png,old,left
graph_2,9,stim/gravy boat_a.jpg,similar,down
graph_1,10,stim/tennis ball_b.jpg,similar,down
graph_2,11,stim/pool table_b.png,old,left
graph_1,12,stim/television_a.png,old,left
graph_1,13,stim/paper lantern_b.png,old,left
graph_1,14,stim/tennis ball_a.png,old,left
graph_1,15,stim/treadmill_a.png,old,left
graph_1,16,stim/circular saw blade_a.png,new,right
graph_2,17,stim/allen wrench_a.jpg,similar,down
graph_2,18,stim/leaf blower_a.png,new,right
graph_1,19,stim/paper lantern_a.jpg,similar,down
graph_2,20,stim/trampoline_b.jpg,similar,down
graph_1,21,stim/beanie_b.png,new,right
graph_2,22,stim/pool table_a.jpg,similar,down
graph_1,23,stim/pretzel_a.png,new,right
graph_2,24,stim/guitar amplifier_b.png,new,right
graph_2,25,stim/trampoline_a.png,old,left
graph_1,26,stim/baseball_a.png,new,right
graph_2,27,stim/rake_a.png,new,right
graph_2,28,stim/allen wrench_b.png,old,left
graph_1,29,stim/sunflower_a.png,new,right
graph_2,30,stim/cinnamon roll_b.jpg,similar,down
graph_2,31,stim/flashlight_b.png,new,right
graph_1,32,stim/binder_b.png,old,left
graph_1,33,stim/hedge shears_a.jpg,similar,down
graph_1,34,stim/hedge shears_b.png,old,left
graph_2,35,stim/clarinet_b.jpg,similar,down
graph_2,36,stim/clarinet_a.png,old,left
