graph,trial_number,cue_MST,label,correct_Ans_MST
graph_2,1,stim/paper lantern_a.png,old,left
graph_2,2,stim/hedge shears_a.png,old,left
graph_1,3,stim/gravy boat_b.jpg,similar,down
graph_2,4,stim/trampoline_a.jpg,similar,down
graph_1,5,stim/clarinet_b.png,new,right
graph_2,6,stim/disco ball_a.png,new,right
graph_2,7,stim/broom_a.png,new,right
graph_2,8,stim/television_a.jpg,similar,down
graph_1,9,stim/cinnamon roll_a.png,new,right
graph_1,10,stim/circular saw blade_a.jpg,similar,down
graph_2,11,stim/guitar amplifier_b.png,new,right
graph_2,12,stim/television_b.png,old,left
graph_2,13,stim/pretzel_a.jpg,similar,down
graph_1,14,stim/sunflower_b.jpg,similar,down
graph_1,15,stim/binder_b.jpg,similar,down
graph_2,16,stim/trampoline_b.png,old,left
graph_2,17,stim/leaf blower_b.png,new,right
graph_1,18,stim/beanie_a.png,new,right
graph_2,19,stim/rake_a.png,new,right
graph_1,20,stim/binder_a.png,old,left
graph_1,21,stim/wallet_b.png,new,right
graph_2,22,stim/allen wrench_b.png,old,left
graph_1,23,stim/baseball_b.png,new,right
graph_1,24,stim/treadmill_b.jpg,similar,down
graph_2,25,stim/allen wrench_a.jpg,similar,down
graph_1,26,stim/pool table_a.jpg,similar,down
graph_2,27,stim/pretzel_b.png,old,left
graph_1,28,stim/pool table_b.png,old,left
graph_1,29,stim/sunflower_a.png,old,left
graph_2,30,stim/paper lantern_b.jpg,similar,down
graph_1,31,stim/tennis ball_b.png,new,right
graph_1,32,stim/treadmill_a.png,old,left
graph_1,33,stim/circular saw blade_b.png,old,left
graph_2,34,stim/flashlight_b.png,new,right
graph_2,35,stim/hedge shears_b.jpg,similar,down
graph_1,36,stim/gravy boat_a.png,old,left
