graph,trial_number,cue_MST,label,correct_Ans_MST
graph_1,1,stim/wallet_b.png,new,right
graph_2,2,stim/television_b.png,old,left
graph_1,3,stim/broom_b.jpg,similar,down
graph_1,4,stim/gravy boat_b.jpg,similar,down
graph_2,5,stim/binder_b.jpg,similar,down
graph_1,6,stim/sunflower_b.jpg,similar,down
graph_2,7,stim/flashlight_b.png,new,right
graph_2,8,stim/allen wrench_a.jpg,similar,down
graph_2,9,stim/hedge shears_a.png,new,right
graph_2,10,stim/treadmill_b.png,old,left
graph_1,11,stim/cinnamon roll_b.png,new,right
graph_1,12,stim/trampoline_b.jpg,similar,down
graph_2,13,stim/clarinet_a.png,new,right
graph_1,14,stim/pool table_b.png,old,left
graph_2,15,stim/rake_a.png,new,right
graph_1,16,stim/pool table_a.jpg,similar,down
graph_1,17,stim/trampoline_a.png,old,left
graph_2,18,stim/baseball_b.png,new,right
graph_2,19,stim/allen wrench_b.png,old,left
graph_2,20,stim/leaf blower_a.jpg,similar,down
graph_1,21,stim/circular saw blade_a.png,new,right
graph_1,22,stim/paper lantern_b.png,new,right
graph_2,23,stim/television_a.jpg,similar,down
graph_1,24,stim/beanie_a.png,new,right
graph_1,25,stim/broom_a.png,old,left
graph_2,26,stim/treadmill_a.jpg,similar,down
graph_2,27,stim/binder_a.png,old,left
graph_2,28,stim/guitar amplifier_a.jpg,similar,down
graph_1,29,stim/pretzel_b.jpg,similar,down
graph_2,30,stim/guitar amplifier_b.png,old,left
graph_1,31,stim/sunflower_a.png,old,left
graph_1,32,stim/pretzel_a.png,old,left
graph_1,33,stim/tennis ball_a.png,new,right
graph_1,34,stim/gravy boat_a.png,old,left
graph_2,35,stim/leaf blower_b.png,old,left
graph_2,36,stim/disco ball_a.png,new,right
